dangling_strand count
2 192
3 1219
4 762
6 324
7 53
8 28
9 235
10 180
11 5
12 71
13 16
14 13
15 55
16 53
17 1
18 31
19 13
20 7
21 25
22 22
23 1
24 15
25 5
26 4
27 12
28 11
30 10
31 7
32 6
33 7
34 5
35 1
36 6
37 1
38 1
39 2
40 4
42 2
43 1
44 3
45 3
46 2
47 2
49 1
50 1
51 2
54 1
55 1
57 1
60 2
77 1
92 1
primary_loop_size data
4.0 43
5.0 39
6.0 4
7.0 14
8.0 9
9.0 1
10.0 4
11.0 4
12.0 1
14.0 1
17.0 1
21.0 1
24.0 1
secondary_loop_size data
3.0 48
4.0 39
5.0 13
6.0 20
7.0 13
8.0 14
9.0 6
10.0 7
11.0 4
12.0 7
13.0 1
14.0 4
16.0 1
17.0 2
18.0 2
19.0 1
20.0 1
tertiary_loop_size data
2.0 42
3.0 26
4.0 23
5.0 27
6.0 21
7.0 9
8.0 16
9.0 12
10.0 4
11.0 5
12.0 4
13.0 3
14.0 4
15.0 3
16.0 3
17.0 5
18.0 1
19.0 2
20.0 1
21.0 3
22.0 3
23.0 1
25.0 2
28.0 1
34.0 1
44.0 1
quaternary_loop_size data
1.0 1
2.0 5
3.0 4
4.0 12
5.0 11
6.0 14
7.0 10
8.0 11
9.0 7
10.0 12
11.0 7
12.0 5
13.0 6
14.0 5
15.0 5
16.0 4
17.0 4
18.0 4
19.0 2
20.0 3
21.0 3
22.0 1
23.0 4
24.0 1
25.0 2
26.0 1
29.0 4
31.0 1
32.0 1
40.0 1
41.0 1
