largest average
26 3.8220513441511264
39 3.869138829298192
49 3.9210509969563327
57 3.9718744101176617
60 4.01762983706721
81 4.066808400979255
81 4.116937324724451
147 4.160350622816845
156 4.211140760507004
160 4.26462640183759
160 4.315059129127077
160 4.3700242298373135
164 4.4239259934122925
164 4.480445737809639
174 4.530610780162204
174 4.582909830114709
236 4.6377929615751965
242 4.6926107641986325
252 4.745170262346839
267 4.797097043848317
308 4.858759236453202
316 4.917809286382051
417 4.973213582289451
499 5.039517802969823
503 5.098538082545836
840 5.164866633938799
900 5.232943712177733
916 5.293944984904394
1356 5.360478940217392
1365 5.42497421794431
1378 5.4953425611560895
1401 5.565596896490919
1663 5.636160714285714
2121 5.699774266365688
2146 5.763261206975258
2185 5.829793128925009
2287 5.906156437125748
2432 5.987384994783269
2467 6.056898867779696
2497 6.134596695821186
2580 6.232721169036335
2593 6.306823858527325
2903 6.402129817444219
2921 6.482337235571986
2929 6.559123025768911
2961 6.633564522908785
4697 6.739084018362336
5312 6.833189001948473
5807 6.9132625123206655
9827 6.9944598337950135
10288 7.090306638211839
13834 7.176557526148249
14677 7.26409666283084
15328 7.353797763280522
16830 7.430841671571513
18037 7.530120481927711
18595 7.627477042049299
19329 7.716992665036675
19669 7.806702943358892
20241 7.899511950944813
20657 7.980404551201011
21655 8.07741522712732
22099 8.172578974624546
22502 8.2700117909079
22949 8.359819891405111
23177 8.444816053511706
23586 8.530405405405405
24002 8.637794198139026
24495 8.727360707866723
24792 8.839798347570369
25186 8.937420359620559
26654 9.064474439977024
27724 9.164488966318235
28172 9.264015262694453
28837 9.36572700296736
29226 9.483924278846153
29655 9.597840960924433
29990 9.719014626635873
30499 9.840218238503507
31057 9.958195298943052
31449 10.082255230793804
31774 10.18638050669679
32218 10.285970343816198
32693 10.375575279421433
32932 10.458084824387011
33331 10.580791149849146
33886 10.69915254237288
34338 10.812778348749571
34527 10.925060574593285
34783 11.059039943938332
34974 11.16861288039632
35267 11.272321428571429
35639 11.377974044700792
35914 11.4877161055505
36085 11.591076019096585
36372 11.702817945865776
36544 11.788048552754436
36807 11.881234707321664
37046 12.016942699409862
37802 12.125432193622743
38003 12.24301784328937
38384 12.365328109696376
38614 12.49505146476643
38746 12.617429542274635
38857 12.706320450885668
39083 12.804259634888439
39411 12.914279869067103
39722 13.018148071767374
39937 13.153782037924568
40103 13.247639034627491
40340 13.356961489631823
40497 13.448018747337025
40699 13.569432502149613
41010 13.666378003896947
41381 13.779742414320017
41591 13.907248292575456
41688 14.005990681162636
41883 14.09354766688993
42076 14.23658096526838
42585 14.330306469920545
42757 14.421978524103267
42869 14.51483099563118
43026 14.60888683175191
43266 14.724749241894099
43331 14.800703399765533
43558 14.923167848699764
43694 15.022608281770585
43852 15.11252094804884
