largest average
6 3.0184123151222457
12 3.041979314540661
12 3.0554565361307735
12 3.070467222762397
12 3.0837230816672663
16 3.098213363626975
16 3.1110650212589444
16 3.122398001665279
16 3.1344687075540696
16 3.1477886784533866
16 3.1613889035249487
16 3.1729243786356425
16 3.186743148502231
16 3.1988057791757742
16 3.2119914346895073
16 3.222687721559781
16 3.2351989647363313
16 3.2490388260139706
18 3.2633525508539107
18 3.2751091703056767
18 3.2860507147160303
18 3.2990597679661295
20 3.314184710561202
20 3.327787021630616
20 3.3403852577663957
20 3.3547665641599105
20 3.370407819346141
20 3.382187147688839
20 3.3957779161242856
20 3.4094783498124785
20 3.4264176803152306
20 3.439775268015823
22 3.451648161997354
22 3.464203233256351
28 3.4764470710933426
28 3.486750348675035
28 3.50283145542647
28 3.515350363252871
28 3.5283740076448105
28 3.5414945106835085
28 3.5557662676306743
28 3.572491813039595
28 3.5863717872086074
28 3.5984166966534725
28 3.6129343048112244
30 3.6293249455601257
30 3.6407766990291264
30 3.6540803897685747
30 3.6659131178591067
30 3.6789502728554786
30 3.690717844620779
30 3.7071362372567194
30 3.7230081906180192
30 3.7380848545261975
30 3.7518759379689843
30 3.7652965171007216
30 3.780718336483932
30 3.7974683544303796
30 3.813155386081983
30 3.8255547054322876
30 3.844428781956814
30 3.8592654531420854
30 3.871717106536749
30 3.8875210574057277
30 3.9065043297089654
30 3.9213123325272856
30 3.937007874015748
30 3.9538714991762767
30 3.9682539682539684
30 3.98591642861888
30 4.001600640256102
36 4.015257980325236
36 4.032800107541336
36 4.0472175379426645
36 4.06421459053038
36 4.080244814688881
36 4.096681687832856
36 4.114944105342569
36 4.133939644481191
36 4.152536507716797
36 4.166377334907298
36 4.181184668989547
38 4.198152812762385
38 4.213779057518084
38 4.229223937407486
38 4.245683555052364
38 4.261363636363637
38 4.280516515659556
38 4.2979942693409745
38 4.315615334819823
38 4.329941545789132
38 4.344992396263306
38 4.360782033578022
38 4.376048428269272
38 4.389494476552784
38 4.405286343612334
38 4.422169811320755
38 4.436557231588288
38 4.455335263978615
38 4.466944609886838
38 4.485645933014354
38 4.505519261094841
38 4.523522316043426
38 4.541326067211626
38 4.560310101086874
38 4.578055852281397
38 4.593828956435189
38 4.611837048424289
38 4.63070155128502
