dangle_size count
2 110
4 190
5 434
6 178
7 251
8 18
9 6
10 45
11 232
12 49
13 130
14 9
15 7
16 27
17 121
18 19
19 66
20 6
21 6
22 11
23 76
24 8
25 43
26 4
27 4
28 4
29 53
30 10
31 19
32 3
33 5
34 3
35 21
36 5
37 7
38 1
39 2
40 5
41 16
42 2
43 5
45 1
46 2
47 5
48 2
49 6
52 3
53 1
54 2
55 4
58 1
59 3
62 1
64 1
65 1
66 1
67 1
70 1
73 1
77 1
79 1
80 1
89 1
92 2
99 1
107 1
126 1
129 1
134 1
146 1
156 1
164 1
184 1
196 1
