dangling_strand count
1 370
5 304
7 177
10 4
11 165
13 92
14 1
16 2
17 89
18 1
19 41
20 8
22 7
23 56
25 38
26 10
28 6
29 35
30 2
31 13
32 7
34 5
35 15
36 2
37 5
38 2
40 3
41 10
42 2
43 4
44 3
45 1
46 3
47 4
48 3
49 3
50 1
51 1
52 1
53 3
54 2
55 2
56 2
57 3
58 2
59 3
60 3
62 2
63 1
64 2
72 1
74 1
76 1
77 2
78 1
79 1
80 1
89 1
92 1
93 1
94 1
96 2
101 1
115 1
119 1
122 1
135 1
160 1
169 2
203 1
primary_loop_size data
6.0 170
12.0 38
13.0 5
18.0 3
19.0 3
24.0 2
30.0 3
31.0 2
36.0 1
48.0 1
67.0 1
secondary_loop_size data
12.0 22
18.0 13
19.0 1
24.0 5
25.0 1
30.0 4
31.0 3
32.0 1
36.0 4
37.0 2
42.0 1
43.0 3
44.0 1
49.0 1
56.0 1
73.0 1
78.0 1
tertiary_loop_size data
12.0 1
18.0 5
24.0 6
25.0 1
30.0 3
31.0 2
32.0 1
36.0 6
37.0 2
42.0 6
44.0 1
55.0 1
56.0 1
60.0 1
61.0 1
66.0 1
67.0 1
68.0 1
quaternary_loop_size data
24.0 2
30.0 6
31.0 1
36.0 2
37.0 1
42.0 3
43.0 1
48.0 6
49.0 2
54.0 4
60.0 3
61.0 3
66.0 2
67.0 2
68.0 2
78.0 1
84.0 1
91.0 1
92.0 1
93.0 1
97.0 1
115.0 1
