cluster_size count
50983 1
196 1
184 1
164 1
156 1
146 1
134 1
129 1
126 1
107 1
99 1
92 2
89 1
80 1
77 1
73 1
70 1
67 1
66 1
64 1
62 1
59 2
58 1
55 1
54 2
52 3
49 5
48 2
47 1
46 2
45 1
43 1
42 2
41 1
40 5
39 2
38 1
37 3
36 5
35 2
34 3
33 5
32 3
31 3
30 10
29 6
28 4
27 4
26 4
25 5
24 8
23 2
22 11
21 6
20 6
19 7
18 19
17 4
16 27
15 7
14 9
13 7
12 49
11 3
10 45
9 6
8 18
6 178
5 7
4 190
2 110
