dangling_strand count
1 4176
2 545
4 166
5 82
6 441
7 283
8 3
9 107
10 153
11 27
12 1
13 14
14 22
15 45
16 26
17 4
18 9
19 18
20 5
22 1
23 6
24 7
25 6
26 1
27 2
28 4
29 3
31 2
33 4
34 1
37 1
43 1
primary_loop_size data
4.0 14
5.0 4
6.0 72
8.0 13
9.0 3
10.0 2
12.0 1
13.0 3
19.0 1
secondary_loop_size data
3.0 81
4.0 20
5.0 72
6.0 5
7.0 39
8.0 25
9.0 3
10.0 5
12.0 8
14.0 4
15.0 2
16.0 1
tertiary_loop_size data
1.0 3
2.0 56
3.0 32
4.0 47
5.0 15
6.0 40
7.0 48
8.0 17
9.0 28
10.0 14
11.0 19
12.0 4
13.0 4
14.0 5
15.0 1
16.0 3
17.0 1
18.0 6
19.0 1
20.0 1
22.0 1
23.0 1
24.0 1
25.0 1
quaternary_loop_size data
2.0 24
3.0 24
4.0 24
5.0 35
6.0 31
7.0 30
8.0 32
9.0 25
10.0 20
11.0 17
12.0 14
13.0 9
14.0 10
15.0 7
16.0 1
17.0 3
18.0 2
19.0 1
20.0 3
21.0 1
22.0 4
23.0 1
