dangling_strand count
1 61
5 42
7 28
11 29
13 25
17 23
19 26
23 29
25 19
28 1
29 13
31 10
34 3
35 13
37 15
38 1
41 11
43 12
47 11
49 8
50 1
53 9
55 8
59 8
61 4
64 1
65 1
67 1
70 1
71 7
72 1
73 4
76 1
77 5
79 2
80 2
82 1
83 6
86 1
89 3
90 2
91 3
92 1
93 1
95 1
97 3
98 2
101 2
106 1
107 1
108 1
109 1
113 1
115 1
119 3
120 1
121 1
128 1
129 1
131 1
136 1
137 1
139 1
140 2
146 1
149 2
151 1
152 1
154 1
161 1
164 1
166 1
167 1
173 1
174 1
175 1
176 2
179 1
190 1
196 1
208 1
220 1
223 1
229 1
238 1
249 1
258 1
267 1
268 1
271 1
284 1
305 1
311 1
331 1
344 1
359 1
361 1
365 1
440 1
443 1
471 1
primary_loop_size data
6.0 41
12.0 14
13.0 1
18.0 3
24.0 6
25.0 4
30.0 3
36.0 1
42.0 1
43.0 1
55.0 1
60.0 1
74.0 1
secondary_loop_size data
12.0 2
18.0 5
19.0 1
24.0 4
31.0 1
36.0 1
42.0 3
48.0 1
60.0 2
66.0 1
85.0 1
97.0 1
114.0 1
127.0 1
198.0 1
tertiary_loop_size data
30.0 1
78.0 1
109.0 1
151.0 1
quaternary_loop_size data
60.0 1
114.0 1
115.0 1
205.0 1
304.0 1
324.0 1
