r g(r)
0.2587500214576721 0.0
0.2762500047683716 0.0
0.29374998807907104 0.0
0.3112500011920929 0.0
0.32875001430511475 0.0
0.3462499976158142 0.0
0.36375001072883606 0.0
0.3812499940395355 0.0
0.3987500071525574 0.0
0.41624999046325684 0.0
0.4337500035762787 0.0
0.45125001668930054 0.0
0.46875 0.0
0.48625001311302185 0.0
0.5037499666213989 0.0
0.5212500095367432 0.0
0.5387499928474426 0.0
0.5562499761581421 0.0
0.5737500190734863 0.0
0.5912500023841858 0.0
0.6087499856948853 0.0
0.6262500286102295 0.0
0.643750011920929 0.0
0.6612499952316284 0.0
0.6787500381469727 0.0
0.6962500214576721 0.0
0.7137500047683716 0.0
0.731249988079071 0.0
0.7487499713897705 0.0
0.7662500143051147 0.0
0.7837499976158142 0.0
0.8012499809265137 0.0
0.8187500238418579 0.0
0.8362500071525574 0.0
0.8537499904632568 0.0
0.8712500333786011 0.0
0.8887499570846558 0.0
0.90625 0.0
0.9237500429153442 0.0
0.9412499666213989 0.0
0.9587500095367432 0.0
0.9762500524520874 0.5932341814041138
0.9937500357627869 0.5725233554840088
1.0112500190734863 0.0
1.028749942779541 0.5342303514480591
1.0462501049041748 0.0
1.0637500286102295 0.4996574819087982
1.0812499523162842 0.483611524105072
1.098750114440918 0.0
1.1162500381469727 0.9075264930725098
1.1337499618530273 0.0
1.1512500047683716 0.42658713459968567
1.1687500476837158 0.4139140546321869
1.1862499713897705 1.205373764038086
1.2037498950958252 0.7803840041160583
1.221250057220459 0.3790900409221649
1.2387499809265137 0.7369135022163391
1.2562499046325684 0.0
1.2737500667572021 0.3484843373298645
1.2912499904632568 0.0
1.3087499141693115 0.0
1.3262500762939453 0.3214406669139862
1.34375 0.6262503862380981
1.3612499237060547 0.0
1.3787500858306885 0.0
1.3962500095367432 0.5800411701202393
1.4137499332427979 0.28288277983665466
1.4312500953674316 0.27600952982902527
1.4487500190734863 0.5387637615203857
1.466249942779541 0.5259767770767212
1.4837499856948853 0.5136480927467346
1.5012500286102295 0.2508692741394043
1.5187499523162842 0.24512110650539398
1.5362499952316284 0.23957008123397827
1.5537500381469727 0.2342023104429245
1.5712499618530273 0.45802921056747437
1.5887500047683716 0.4479970932006836
1.6062500476837158 0.0
1.6237499713897705 0.2144452929496765
1.6412500143051147 0.629693865776062
1.658750057220459 0.4109812378883362
1.6762499809265137 1.0061113834381104
1.693750023841858 0.5912630558013916
1.7112500667572021 0.5792275667190552
1.7287499904632568 0.0
1.7462499141693115 0.7416566610336304
1.7637500762939453 0.3635050058364868
1.78125 1.247400164604187
1.7987499237060547 0.17474842071533203
1.8162500858306885 1.199781060218811
1.8337500095367432 0.8407137989997864
1.8512499332427979 0.6599103808403015
1.8687500953674316 1.1333141326904297
1.8862500190734863 1.1123913526535034
1.903749942779541 1.2480311393737793
1.9212501049041748 0.4595244824886322
1.9387500286102295 0.601691722869873
1.9562499523162842 0.5909730195999146
1.9737499952316284 1.1610831022262573
1.9912500381469727 0.7129756212234497
