r g(r)
0.25975000858306885 0.0
0.27924999594688416 0.0
0.29874998331069946 0.0
0.31825000047683716 0.0
0.33775001764297485 0.0
0.3572499752044678 0.0
0.37674999237060547 0.0
0.39625000953674316 0.0
0.41575002670288086 0.0
0.4352499842643738 0.0
0.4547500014305115 0.0
0.47425001859664917 0.0
0.4937499761581421 0.0
0.5132499933242798 0.0
0.5327500104904175 0.0
0.5522500276565552 0.0
0.5717500448226929 0.0
0.5912500023841858 0.0
0.6107499599456787 0.0
0.6302499771118164 0.0
0.6497499942779541 0.0
0.6692500114440918 0.0
0.6887500286102295 0.0
0.7082500457763672 0.0
0.7277500033378601 0.0
0.7472500205039978 0.0
0.7667499780654907 0.0
0.7862499952316284 0.0
0.8057500123977661 0.0
0.8252500295639038 0.0
0.8447500467300415 0.0
0.8642500042915344 0.0
0.8837500214576721 0.09805029630661011
0.903249979019165 0.6640801429748535
0.9227499961853027 2.0078580379486084
0.9422500133514404 3.665782928466797
0.9617500305175781 3.787720203399658
0.9812500476837158 2.9010040760040283
1.000749945640564 1.990000605583191
1.0202499628067017 1.2451667785644531
1.0397499799728394 0.8730563521385193
1.059249997138977 0.7507743239402771
1.0787500143051147 0.7600703835487366
1.0982500314712524 0.7142730951309204
1.1177500486373901 0.7615914344787598
1.1372500658035278 0.7430984973907471
1.1567500829696655 0.6724734306335449
1.1762499809265137 0.7292380928993225
1.1957499980926514 0.7069832682609558
1.215250015258789 0.6455869674682617
1.2347500324249268 0.6642841696739197
1.2542500495910645 0.6145818829536438
1.2737500667572021 0.6147893071174622
1.2932500839233398 0.6295908093452454
1.312749981880188 0.5832473635673523
1.3322499990463257 0.5770859718322754
1.3517500162124634 0.5888463258743286
1.371250033378601 0.5457450151443481
1.3907500505447388 0.6028063297271729
1.4102500677108765 0.6468979716300964
1.4297499656677246 0.7801637649536133
1.4492499828338623 0.8787187933921814
1.46875 1.0925025939941406
1.4882500171661377 1.3622702360153198
1.5077500343322754 1.4956982135772705
1.527250051498413 1.8468077182769775
1.5467500686645508 2.048609972000122
1.5662500858306885 2.0299344062805176
1.5857499837875366 2.0564379692077637
1.6052500009536743 1.9807695150375366
1.624750018119812 1.7616326808929443
1.6442500352859497 1.5777561664581299
1.6637500524520874 1.3729223012924194
1.683250069618225 1.2284457683563232
1.7027499675750732 1.1153026819229126
1.722249984741211 0.9694766402244568
1.7417500019073486 0.9762921929359436
1.7612500190734863 0.9239373803138733
1.780750036239624 0.9104489684104919
1.8002500534057617 0.8577552437782288
1.8197500705718994 0.8839865922927856
1.839250087738037 0.9208108186721802
1.8587499856948853 0.9353876709938049
1.878250002861023 0.9985582828521729
1.8977500200271606 0.9871787428855896
1.9172500371932983 1.0599091053009033
1.936750054359436 1.0228511095046997
1.9562500715255737 1.0715984106063843
1.9757499694824219 1.076554775238037
1.9952499866485596 1.119081974029541
2.0147500038146973 1.089994192123413
2.034250020980835 1.0849032402038574
2.0537500381469727 1.0898470878601074
2.0732500553131104 1.0591717958450317
2.092750072479248 1.0535346269607544
2.1122498512268066 1.0534743070602417
2.1317501068115234 1.0178569555282593
2.151249885559082 1.022655725479126
2.170750141143799 1.011677861213684
2.1902499198913574 1.0160949230194092
2.209750175476074 0.9896156787872314
2.229249954223633 1.0132111310958862
2.2487502098083496 0.9745151996612549
2.268249988555908 1.028540849685669
2.287750244140625 1.0385096073150635
2.3072500228881836 1.0296624898910522
2.3267500400543213 1.0185003280639648
2.346250057220459 1.0677076578140259
2.3657498359680176 1.0618135929107666
2.3852500915527344 1.0801901817321777
2.404749870300293 1.0630759000778198
2.4242501258850098 1.0447373390197754
2.4437499046325684 1.0566632747650146
2.463250160217285 1.026748776435852
2.4827499389648438 1.0106842517852783
2.5022501945495605 1.0163946151733398
2.521749973297119 0.9700342416763306
2.541250228881836 0.994031548500061
2.5607500076293945 0.9985188245773315
2.5802502632141113 0.9760053753852844
2.59975004196167 0.9968376159667969
2.6192498207092285 0.9959960579872131
2.6387500762939453 0.9857233166694641
2.658249855041504 1.0273990631103516
2.6777501106262207 0.9737802147865295
2.6972498893737793 0.9823816418647766
2.716750144958496 0.9670285582542419
2.7362499237060547 0.9878172278404236
2.7557501792907715 0.9716207981109619
2.77524995803833 0.9724281430244446
2.794750213623047 0.9880760312080383
2.8142499923706055 0.9584788680076599
2.8337502479553223 0.984433650970459
2.853250026702881 1.001358151435852
2.8727502822875977 0.993844211101532
2.8922500610351562 1.0223795175552368
2.911749839782715 1.0082731246948242
2.9312500953674316 1.0051511526107788
2.9507498741149902 0.9791561961174011
2.970250129699707 1.0062763690948486
2.9897499084472656 1.0051782131195068
3.0092501640319824 1.0152415037155151
3.028749942779541 1.0333088636398315
3.048250198364258 1.0042707920074463
3.0677499771118164 1.0248963832855225
3.087250232696533 1.0045655965805054
3.106750011444092 1.0197632312774658
3.1262502670288086 1.006881594657898
3.145750045776367 0.9965759515762329
3.165250062942505 0.9824285507202148
3.1847500801086426 1.0076042413711548
3.204249858856201 0.971146285533905
3.223750114440918 1.0069516897201538
3.2432498931884766 0.9981675148010254
3.2627501487731934 1.0141452550888062
3.282249927520752 1.001948356628418
3.3017501831054688 0.9729370474815369
3.3212499618530273 1.0087586641311646
3.340750217437744 0.9906650185585022
3.3602499961853027 1.0204083919525146
3.3797502517700195 1.0193917751312256
3.399250030517578 1.0158555507659912
3.418750286102295 1.026565432548523
3.4382500648498535 1.0049383640289307
3.457749843597412 1.0017814636230469
3.477250099182129 1.0136996507644653
3.4967498779296875 0.9884869456291199
3.5162501335144043 1.0314416885375977
3.535749912261963 0.9954389333724976
3.5552501678466797 1.0081758499145508
3.5747499465942383 1.0142923593521118
3.594250202178955 1.0237672328948975
3.6137499809265137 1.0196362733840942
3.6332502365112305 1.0049506425857544
3.652750015258789 1.0021406412124634
3.672250270843506 1.0264531373977661
3.6917500495910645 1.0050984621047974
3.711250066757202 1.007509469985962
3.73075008392334 0.999189019203186
3.7502498626708984 1.0084280967712402
3.7697501182556152 1.0217324495315552
3.789249897003174 1.0103123188018799
3.8087501525878906 1.009892463684082
3.828249931335449 1.001589059829712
3.847750186920166 1.0234013795852661
3.8672499656677246 1.001718282699585
3.8867502212524414 0.9900392889976501
3.90625 0.9976260662078857
