dangling_strand count
1 574
5 424
7 183
10 15
11 195
13 74
14 7
16 10
17 98
18 4
19 30
20 10
22 12
23 41
24 7
25 11
26 8
28 9
29 11
30 5
31 10
32 5
34 2
35 10
36 3
37 4
38 3
40 2
41 10
42 3
43 4
44 4
45 2
46 4
47 2
48 6
49 3
50 4
51 1
52 1
53 3
54 2
55 1
56 1
57 1
58 1
60 1
62 1
63 2
64 1
65 1
66 2
69 1
70 1
75 1
81 2
93 1
105 1
110 1
115 1
128 1
primary_loop_size data
6.0 272
12.0 47
13.0 5
18.0 11
19.0 6
20.0 1
24.0 4
30.0 1
secondary_loop_size data
12.0 33
18.0 12
19.0 2
24.0 8
25.0 2
26.0 1
30.0 4
31.0 2
37.0 4
42.0 1
48.0 1
56.0 1
tertiary_loop_size data
12.0 1
18.0 12
24.0 13
25.0 3
30.0 5
32.0 1
36.0 4
37.0 3
38.0 1
42.0 3
43.0 1
48.0 2
49.0 1
54.0 1
55.0 2
60.0 2
61.0 2
quaternary_loop_size data
24.0 3
30.0 12
31.0 2
36.0 6
37.0 5
42.0 13
43.0 1
48.0 5
49.0 1
50.0 2
54.0 2
55.0 2
61.0 1
62.0 1
67.0 1
68.0 1
73.0 2
99.0 1
