dangling_strand count
1 3001
2 413
3 379
4 362
5 50
6 448
7 290
8 20
9 96
10 110
11 28
12 45
13 35
14 8
15 29
16 43
17 4
18 13
19 16
20 6
21 12
22 10
23 4
24 6
25 3
26 6
27 5
28 4
29 3
30 5
31 2
32 2
34 1
40 1
44 1
45 1
46 1
55 1
primary_loop_size data
4.0 26
5.0 19
6.0 69
7.0 5
8.0 11
9.0 2
10.0 2
11.0 3
13.0 1
secondary_loop_size data
3.0 63
4.0 50
5.0 64
6.0 10
7.0 33
8.0 23
9.0 6
10.0 5
11.0 6
12.0 3
13.0 2
14.0 2
15.0 3
16.0 1
17.0 1
25.0 1
tertiary_loop_size data
2.0 34
3.0 58
4.0 43
5.0 23
6.0 43
7.0 38
8.0 15
9.0 22
10.0 7
11.0 12
12.0 7
13.0 6
15.0 3
16.0 5
17.0 3
18.0 2
19.0 1
23.0 1
quaternary_loop_size data
2.0 24
3.0 25
4.0 26
5.0 24
6.0 30
7.0 17
8.0 30
9.0 21
10.0 18
11.0 16
12.0 21
13.0 8
14.0 8
15.0 5
16.0 5
17.0 2
18.0 9
19.0 2
20.0 3
21.0 2
22.0 2
23.0 1
26.0 1
28.0 3
36.0 1
