frame conversion largest_molecule average_molecule weight_average_molecule
0 0.0000000000000000 18.0000000000000000 4.4136619813947169 4.5718153846153848
1 0.0048889794255449 18.0000000000000000 4.4353462981917433 4.6303384615384617
2 0.0101174713111971 18.0000000000000000 4.4587734943064889 4.7002153846153849
3 0.0145311332925918 22.0000000000000000 4.4787431957555297 4.7556615384615384
4 0.0187410877979222 27.0000000000000000 4.4979586187807072 4.8176307692307692
5 0.0238337746995315 27.0000000000000000 4.5214245965498057 4.8962153846153846
6 0.0286548516330549 32.0000000000000000 4.5438657811953860 4.9648307692307689
7 0.0340191485027500 32.0000000000000000 4.5690988331224522 5.0559384615384619
8 0.0395192503564881 35.0000000000000000 4.5952633439377868 5.1352923076923078
9 0.0441366198139472 35.0000000000000000 4.6174611067699081 5.2277230769230769
10 0.0488897942554492 35.0000000000000000 4.6405368744199329 5.3036923076923079
11 0.0540503836490799 41.0000000000000000 4.6658531332998345 5.4013538461538460
12 0.0582603381544103 45.0000000000000000 4.6867113706828176 5.4808307692307690
13 0.0624023901677192 45.0000000000000000 4.7074159907300119 5.5482153846153848
14 0.0663407347049637 45.0000000000000000 4.7272727272727275 5.6233846153846150
15 0.0703469817342297 45.0000000000000000 4.7476444379519389 5.6832615384615384
16 0.0749643511916887 48.0000000000000000 4.7713425823974163 5.7705846153846156
17 0.0801249405853195 48.0000000000000000 4.7981102827194215 5.8536615384615382
18 0.0851497249949073 48.0000000000000000 4.8244637422994137 5.9475692307692309
19 0.0899028994364093 48.0000000000000000 4.8496605237633368 6.0400000000000000
20 0.0947918788619542 53.0000000000000000 4.8758532743230063 6.1448307692307695
21 0.0996808582874991 53.0000000000000000 4.9023304924956630 6.2505230769230771
22 0.1038908127928295 53.0000000000000000 4.9253618246571191 6.3322153846153846
23 0.1086439872343315 57.0000000000000000 4.9516264188314159 6.4612923076923074
24 0.1133292591838121 57.0000000000000000 4.9777913922499621 6.5695692307692308
25 0.1180824336253141 57.0000000000000000 5.0046196489066830 6.6902769230769232
26 0.1224281931146873 66.0000000000000000 5.0294026617146397 6.8117230769230765
27 0.1272492700482108 66.0000000000000000 5.0571850929744029 6.9218769230769235
28 0.1311197120934338 66.0000000000000000 5.0797124101281650 7.0000615384615381
29 0.1359407890269573 66.0000000000000000 5.1080550098231825 7.0882461538461534
30 0.1408297684525022 66.0000000000000000 5.1371216312336996 7.2161538461538459
31 0.1452434304338969 66.0000000000000000 5.1636479186526847 7.3483999999999998
32 0.1503361173355062 87.0000000000000000 5.1945976184767844 7.5634769230769230
33 0.1548855843009438 87.0000000000000000 5.2225614655310943 7.7255692307692305
34 0.1586881238541454 91.0000000000000000 5.2461662631154153 7.8224307692307695
35 0.1628301758674543 91.0000000000000000 5.2721226376835109 7.9780307692307693
36 0.1679907652610851 91.0000000000000000 5.3048233085774914 8.1547384615384608
37 0.1719291097983296 91.0000000000000000 5.3300533005330051 8.2799692307692307
38 0.1766822842398316 91.0000000000000000 5.3608247422680408 8.4188307692307696
39 0.1808243362531405 91.0000000000000000 5.3879310344827589 8.5477230769230772
40 0.1855096082026210 91.0000000000000000 5.4189245518966240 8.6634769230769226
41 0.1897874651999728 91.0000000000000000 5.4475360375460946 8.8047384615384612
42 0.1933183947850886 91.0000000000000000 5.4713804713804715 8.9070769230769233
43 0.1974604467983975 91.0000000000000000 5.4996192571283524 9.0492923076923084
44 0.2009234738914918 91.0000000000000000 5.5234534330387488 9.1723692307692311
45 0.2042506960005432 91.0000000000000000 5.5465483403020732 9.2387384615384622
46 0.2079853330617234 91.0000000000000000 5.5727023319615911 9.3410461538461540
47 0.2123310925510966 91.0000000000000000 5.6034482758620694 9.4998769230769238
48 0.2168805595165343 91.0000000000000000 5.6360010404924994 9.6416615384615376
49 0.2208189040537788 122.0000000000000000 5.6644880174291936 9.8971999999999998
50 0.2250967610511306 122.0000000000000000 5.6957588503329832 10.0643692307692305
51 0.2283560806681605 122.0000000000000000 5.7198169658570928 10.2093230769230772
52 0.2317512052692334 122.0000000000000000 5.7450945730952805 10.3258153846153853
53 0.2364364772187139 122.0000000000000000 5.7803468208092488 10.5025230769230777
54 0.2394920893596795 122.0000000000000000 5.8035714285714288 10.6006769230769233
55 0.2436341413729884 122.0000000000000000 5.8353532633090941 10.8701538461538458
56 0.2479119983703402 127.0000000000000000 5.8685446009389670 11.1075384615384607
57 0.2530046852719495 136.0000000000000000 5.9085537678392877 11.3823076923076929
58 0.2565356148570653 136.0000000000000000 5.9366152160014609 11.4961230769230767
59 0.2604060569022883 145.0000000000000000 5.9676827029012118 11.6523384615384611
60 0.2644123039315543 145.0000000000000000 6.0001846210652632 11.7692307692307701
61 0.2693691858491207 145.0000000000000000 6.0408921933085500 11.9627076923076920
62 0.2729680179262579 145.0000000000000000 6.0707948071355187 12.1619692307692304
63 0.2775174848916955 145.0000000000000000 6.1090225563909772 12.3615692307692306
64 0.2813200244448971 145.0000000000000000 6.1413454270597132 12.5297538461538469
65 0.2847151490459700 145.0000000000000000 6.1704955382570725 12.7755692307692303
66 0.2876349562028926 145.0000000000000000 6.1957868649318462 12.8835384615384623
67 0.2913016907720513 145.0000000000000000 6.2278432499760470 13.0828307692307693
68 0.2949005228491886 145.0000000000000000 6.2596302003081661 13.2740615384615381
69 0.2982956474502614 145.0000000000000000 6.2899167795626090 13.4708615384615378
70 0.3015549670672913 145.0000000000000000 6.3192689091969667 13.6646461538461530
71 0.3054933116045359 145.0000000000000000 6.3551036370746967 13.7799076923076917
72 0.3092279486657160 145.0000000000000000 6.3894623021724168 14.0594769230769234
73 0.3135058056630678 145.0000000000000000 6.4292779426310585 14.2496307692307695
74 0.3168330277721192 146.0000000000000000 6.4605903985687307 14.5003076923076915
75 0.3211787872614925 151.0000000000000000 6.5019505851755524 14.7550461538461537
76 0.3243702043865010 151.0000000000000000 6.5326633165829149 15.0460615384615384
77 0.3283764514157669 151.0000000000000000 6.5716307754524319 15.2336307692307695
78 0.3317036735248184 151.0000000000000000 6.6043487096118678 15.4703384615384607
79 0.3344197732056767 181.0000000000000000 6.6312997347480103 15.7842461538461531
80 0.3376111903306852 181.0000000000000000 6.6632496155817531 15.9676615384615381
81 0.3410742174237795 181.0000000000000000 6.6982687551525144 16.2268000000000008
82 0.3443335370408094 181.0000000000000000 6.7315658657829331 16.4332307692307680
83 0.3484076865620968 181.0000000000000000 6.7736556898707798 16.6854461538461543
84 0.3526176410674272 181.0000000000000000 6.8177050555905181 16.9665846153846154
85 0.3558769606844571 181.0000000000000000 6.8522032468901539 17.3150461538461542
86 0.3591362803014871 181.0000000000000000 6.8870523415977960 17.6223076923076931
87 0.3631425273307530 219.0000000000000000 6.9303763727476273 18.2240615384615374
88 0.3670129693759761 219.0000000000000000 6.9727526281913752 18.7743384615384628
89 0.3699327765328987 219.0000000000000000 7.0050652009914858 19.0160307692307704
90 0.3738711210701433 219.0000000000000000 7.0491269927339770 19.2892615384615382
91 0.3778094656073878 219.0000000000000000 7.0937465895449092 19.6912923076923079
92 0.3810008827323963 219.0000000000000000 7.1303203159280386 20.1092307692307699
93 0.3845997148095335 219.0000000000000000 7.1720180955533488 20.2670153846153838
94 0.3879269369185849 290.0000000000000000 7.2110051031728419 21.2464000000000013
95 0.3907109390914646 299.0000000000000000 7.2439540844756491 21.4749230769230763
96 0.3935628437563659 303.0000000000000000 7.2780203784570601 21.9049538461538447
97 0.3975011882936104 303.0000000000000000 7.3255945001690526 22.2865846153846157
98 0.4008284104026618 303.0000000000000000 7.3662737987307345 22.5236307692307705
99 0.4042235350037346 303.0000000000000000 7.4082516526099838 23.2832615384615380
100 0.4080939770489577 303.0000000000000000 7.4566938166800503 23.6283384615384620
101 0.4118286141101378 307.0000000000000000 7.5040406372662201 23.9795384615384606
102 0.4157669586473823 307.0000000000000000 7.5546257554625758 24.3539076923076934
103 0.4193657907245196 417.0000000000000000 7.6014501227926559 26.2324615384615392
104 0.4224214028654852 417.0000000000000000 7.6416647072654600 26.8091076923076912
105 0.4246621851021932 417.0000000000000000 7.6714268854006846 27.2182153846153838
106 0.4277177972431588 430.0000000000000000 7.7123872804935925 27.6460615384615380
107 0.4308413118761458 430.0000000000000000 7.7547124791219275 28.1870769230769227
