strand_size count
1 617
2 97
4 184
5 448
6 1358
7 229
8 15
9 2
10 34
11 245
12 614
13 134
14 9
15 6
16 27
17 108
18 353
19 66
20 4
21 7
22 8
23 75
24 184
25 51
26 4
27 2
28 8
29 41
30 104
31 23
32 1
34 3
35 28
36 62
37 12
38 2
39 1
40 1
41 11
42 26
43 7
44 2
46 1
47 11
48 16
49 4
52 2
53 2
54 10
55 2
56 1
58 1
59 1
60 5
61 6
65 3
66 4
69 2
70 1
71 1
73 1
78 1
82 1
83 3
84 1
90 2
93 1
100 1
209 1
