dangling_strand count
1 369
5 301
7 157
10 2
11 154
13 98
14 2
16 6
17 84
19 36
20 3
22 4
23 57
24 3
25 32
26 1
28 5
29 29
30 2
31 15
32 1
34 2
35 21
36 3
37 9
38 3
40 4
41 9
42 2
43 3
44 3
46 1
47 5
48 2
49 3
50 3
52 2
53 2
54 3
55 2
56 1
58 2
60 3
61 8
63 1
64 2
65 4
66 2
67 1
70 2
71 1
74 2
77 1
78 1
79 2
82 1
83 2
84 2
85 1
86 2
94 1
96 1
98 1
99 1
100 1
102 1
106 1
126 1
primary_loop_size data
6.0 209
12.0 31
13.0 5
18.0 11
19.0 2
20.0 1
24.0 5
26.0 1
30.0 1
31.0 1
36.0 2
37.0 1
54.0 1
secondary_loop_size data
12.0 21
18.0 22
24.0 11
30.0 4
36.0 3
42.0 2
48.0 1
54.0 2
58.0 1
68.0 1
96.0 1
tertiary_loop_size data
12.0 1
18.0 4
24.0 5
30.0 4
31.0 2
36.0 3
42.0 2
49.0 2
54.0 1
55.0 2
56.0 1
60.0 3
61.0 3
104.0 1
quaternary_loop_size data
18.0 1
24.0 1
30.0 2
36.0 2
42.0 4
48.0 2
49.0 2
54.0 3
55.0 3
56.0 1
60.0 1
61.0 2
62.0 1
67.0 1
68.0 1
72.0 1
73.0 2
79.0 1
91.0 2
92.0 1
103.0 1
116.0 1
122.0 1
124.0 1
