cluster_size count
52868 1
209 1
100 1
93 1
90 2
83 2
82 1
78 1
71 1
70 1
69 2
65 1
61 1
60 2
58 1
56 1
54 3
52 2
47 4
46 1
44 2
43 3
40 1
39 1
38 2
37 1
36 5
35 5
34 3
32 1
31 2
30 5
29 9
28 8
27 2
26 4
25 3
24 11
23 5
22 8
21 7
20 4
19 5
18 17
17 4
16 27
15 6
14 9
13 6
12 49
11 6
10 34
9 2
8 15
6 178
5 5
4 184
2 97
