dangle_size count
2 97
4 184
5 448
6 178
7 229
8 15
9 2
10 34
11 245
12 49
13 134
14 9
15 6
16 27
17 108
18 17
19 66
20 4
21 7
22 8
23 75
24 11
25 51
26 4
27 2
28 8
29 41
30 5
31 23
32 1
34 3
35 28
36 5
37 12
38 2
39 1
40 1
41 11
43 7
44 2
46 1
47 11
49 4
52 2
53 2
54 3
55 2
56 1
58 1
59 1
60 2
61 6
65 3
69 2
70 1
71 1
73 1
78 1
82 1
83 3
90 2
93 1
100 1
209 1
