# frame percolation_dimension largest_cluster num_molecules
0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
56 0 0 0
57 0 0 0
58 0 0 0
59 1 13323 9930
60 2 13583 9837
61 2 13797 9734
62 2 13965 9635
63 2 14052 9550
64 2 14134 9467
65 2 15126 9366
66 3 15364 9282
67 3 15847 9171
68 3 15955 9083
69 3 16354 9002
70 3 17159 8908
71 3 17241 8824
72 3 17918 8734
73 3 18488 8633
74 3 18956 8554
75 3 19326 8471
76 3 19711 8396
77 3 19885 8325
78 3 20193 8242
79 3 20642 8180
80 3 20899 8107
81 3 21324 8030
82 3 23284 7958
83 3 23738 7887
84 3 24013 7815
85 3 24211 7749
86 3 24303 7697
87 3 24968 7631
88 3 26115 7573
89 3 26778 7523
90 3 27251 7451
91 3 27632 7383
92 3 28170 7318
93 3 28731 7274
94 3 28814 7226
95 3 29062 7173
96 3 29345 7116
97 3 29585 7064
98 3 29948 7007
99 3 30401 6950
100 3 31026 6903
101 3 31387 6845
102 3 31467 6806
103 3 31766 6762
104 3 31944 6704
105 3 32432 6663
106 3 32544 6621
107 3 32713 6588
108 3 32945 6538
109 3 33183 6491
110 3 33372 6450
111 3 33593 6405
112 3 33782 6364
113 3 34176 6322
114 3 34341 6283
115 3 34572 6258
116 3 34748 6224
117 3 34940 6187
118 3 35284 6149
119 3 35419 6122
120 3 35895 6081
121 3 36025 6035
122 3 36189 5999
123 3 36408 5957
124 3 36704 5925
125 3 36826 5889
126 3 36955 5854
127 3 37087 5832
128 3 37317 5788
129 3 37623 5747
130 3 37709 5722
131 3 37874 5687
132 3 38006 5654
133 3 38098 5624
134 3 38220 5588
135 3 38604 5557
136 3 38658 5535
137 3 38964 5499
138 3 39055 5471
139 3 39425 5445
140 3 39493 5426
141 3 39602 5398
142 3 39755 5369
143 3 39863 5350
144 3 39982 5322
145 3 40056 5305
146 3 40184 5282
147 3 40356 5255
148 3 40510 5233
149 3 40635 5211
150 3 40736 5196
151 3 40842 5171
152 3 41153 5142
153 3 41223 5121
154 3 41335 5096
155 3 41487 5076
156 3 41610 5051
157 3 41731 5032
158 3 41751 5023
159 3 41835 4994
160 3 42019 4973
161 3 42115 4950
162 3 42240 4935
163 3 42303 4917
164 3 42436 4890
165 3 42530 4867
166 3 42636 4841
167 3 42682 4824
168 3 42720 4811
169 3 42796 4797
170 3 42906 4777
171 3 42952 4763
172 3 43015 4754
173 3 43045 4740
174 3 43220 4722
175 3 43317 4701
176 3 43384 4683
177 3 43490 4668
178 3 43561 4652
179 3 43713 4623
180 3 43729 4610
181 3 43753 4603
182 3 43793 4589
183 3 43827 4578
184 3 43939 4558
185 3 43969 4545
186 3 44050 4523
187 3 44135 4499
188 3 44163 4486
189 3 44229 4475
190 3 44301 4461
191 3 44327 4445
192 3 44498 4429
193 3 44531 4417
194 3 44559 4408
195 3 44631 4389
196 3 44677 4371
197 3 44744 4352
