dangling_strand count
1 562
5 406
7 166
10 10
11 200
13 70
14 6
16 5
17 99
19 39
20 10
22 6
23 39
24 3
25 22
26 4
27 1
28 4
29 17
30 6
31 7
32 3
34 3
35 5
36 5
37 6
38 2
39 1
40 2
41 2
42 5
43 2
44 3
46 1
47 4
48 1
49 1
52 1
53 1
54 2
55 2
56 1
57 1
58 1
59 1
65 1
68 1
70 1
73 1
79 1
88 1
91 1
98 1
primary_loop_size data
6.0 277
12.0 39
13.0 11
18.0 14
19.0 2
24.0 2
secondary_loop_size data
12.0 62
18.0 26
19.0 2
24.0 9
25.0 3
26.0 1
30.0 3
31.0 2
36.0 2
37.0 1
42.0 2
48.0 2
tertiary_loop_size data
12.0 1
18.0 13
24.0 21
25.0 2
30.0 11
31.0 2
36.0 4
42.0 5
43.0 2
44.0 1
48.0 2
49.0 3
60.0 1
61.0 1
62.0 1
88.0 1
104.0 1
quaternary_loop_size data
18.0 1
24.0 10
30.0 13
31.0 1
36.0 11
37.0 2
42.0 7
43.0 5
48.0 4
49.0 2
54.0 3
55.0 4
56.0 1
57.0 1
60.0 3
61.0 3
62.0 1
66.0 1
72.0 1
