r g(r)
0.29874998331069946 0.0
0.39625000953674316 0.0
0.4937500059604645 0.0
0.5912500023841858 0.0
0.6887499690055847 0.0
0.7862499952316284 0.0
0.8837499618530273 0.0
0.981249988079071 0.9248645305633545
1.0787498950958252 3.020012378692627
1.1762499809265137 3.0232207775115967
1.2737499475479126 2.695178985595703
1.3712499141693115 2.2728729248046875
1.46875 2.2812116146087646
1.566249966621399 2.607346534729004
1.6637499332427979 3.130721092224121
1.7612500190734863 3.8466577529907227
1.8587498664855957 4.44705057144165
1.9562499523162842 4.917943000793457
2.0537500381469727 4.878249168395996
2.151249885559082 4.461132049560547
2.2487497329711914 4.0910539627075195
2.346250057220459 4.085732460021973
2.4437499046325684 3.999168634414673
2.5412497520446777 4.003560543060303
2.6387500762939453 4.169785976409912
2.7362499237060547 4.194418907165527
2.833749771118164 4.220458507537842
2.9312500953674316 4.195968151092529
3.028749942779541 4.13564920425415
3.1262497901916504 3.9803037643432617
3.223749876022339 4.007699012756348
3.3212499618530273 3.9985783100128174
3.4187498092651367 4.008960247039795
3.516249895095825 4.007439136505127
3.6137499809265137 4.03503942489624
3.711249828338623 4.066064834594727
3.8087496757507324 4.137835502624512
3.90625 4.117766380310059
4.003749847412109 4.0552802085876465
4.101249694824219 4.103912830352783
4.198749542236328 4.031984806060791
4.296249866485596 4.027094841003418
4.393749713897705 4.070101737976074
4.491250038146973 4.023962020874023
4.588749885559082 4.078147888183594
4.686249732971191 4.054594039916992
4.783749580383301 4.0943827629089355
4.881249904632568 4.0755228996276855
4.978749752044678 4.065539360046387
5.076250076293945 4.055612564086914
5.173749923706055 4.0650739669799805
5.271249771118164 4.072657585144043
5.368749618530273 4.044210910797119
5.466249942779541 4.1000518798828125
5.56374979019165 4.099532604217529
5.661250114440918 4.06023645401001
5.758749961853027 4.090341567993164
5.856249809265137 4.112699031829834
5.953749656677246 4.08043098449707
6.0512495040893555 4.106466770172119
6.148749828338623 4.098808765411377
6.246249675750732 4.095788955688477
6.34375 4.073640823364258
6.441249847412109 4.10591459274292
6.538749694824219 4.12875509262085
6.636249542236328 4.108663558959961
6.733749866485596 4.070448875427246
6.831249713897705 4.085543632507324
6.928750038146973 4.114365100860596
7.026249885559082 4.078672409057617
7.123749732971191 4.098210334777832
7.221249580383301 4.0819411277771
7.31874942779541 4.09312105178833
7.416249752044678 4.09980583190918
7.513749599456787 4.04034423828125
7.611249923706055 4.103369235992432
7.708749771118164 4.082892894744873
7.806249618530273 4.070229530334473
7.903749465942383 4.091587066650391
8.001249313354492 4.0710015296936035
8.098749160766602 4.121547698974609
8.196249008178711 4.083791732788086
8.293749809265137 4.098245143890381
8.391249656677246 4.074460506439209
8.488749504089355 4.079638957977295
8.586249351501465 4.067390441894531
8.68375015258789 4.07479190826416
8.78125 4.087512493133545
8.87874984741211 4.061976432800293
8.976249694824219 4.068856239318848
9.073749542236328 4.080669403076172
9.171249389648438 4.093964099884033
9.268749237060547 4.074468612670898
9.366250038146973 4.074657917022705
9.463749885559082 4.0815110206604
9.561249732971191 4.093709468841553
9.6587495803833 4.079349040985107
9.75624942779541 4.090025901794434
9.85374927520752 4.076993465423584
9.951250076293945 4.065049648284912
