cluster_size count
47492 1
284 1
209 1
186 1
179 1
161 1
144 1
135 1
126 1
116 2
109 2
107 1
102 1
99 1
97 1
90 2
86 1
85 1
84 2
79 2
78 3
77 2
74 1
72 1
71 2
69 2
67 3
66 1
61 2
60 1
59 1
58 2
57 1
55 1
54 2
53 1
52 1
51 1
50 1
49 2
48 4
46 1
45 2
44 4
43 2
42 4
41 2
40 4
39 3
38 6
37 1
36 6
35 3
34 8
33 1
32 4
31 3
30 10
29 4
28 6
27 3
26 7
25 3
24 16
23 1
22 20
21 2
20 11
19 5
18 29
17 1
16 26
15 4
14 10
13 9
12 63
11 1
10 31
9 3
8 21
6 189
5 5
4 149
2 93
