dangle_size count
2 93
4 149
5 231
6 189
7 151
8 21
9 3
10 31
11 147
12 63
13 94
14 10
15 4
16 26
17 98
18 29
19 71
20 11
21 2
22 20
23 72
24 16
25 42
26 7
27 3
28 6
29 53
30 10
31 33
32 4
33 1
34 8
35 29
36 6
37 12
38 6
39 3
40 4
41 26
42 4
43 16
44 4
45 2
46 1
47 18
48 4
49 5
50 1
51 1
52 1
53 9
54 2
55 5
57 1
58 2
59 8
60 1
61 10
65 7
66 1
67 6
69 2
71 6
72 1
73 3
74 1
77 4
78 3
79 5
84 2
85 3
86 1
90 2
97 3
99 1
102 1
107 2
109 2
116 2
126 1
135 1
144 1
161 1
179 1
186 1
209 1
284 1
