dangling_strand count
1 909
2 268
3 1013
4 658
5 10
6 362
7 172
8 35
9 142
10 120
11 7
12 96
13 57
14 12
15 42
16 43
17 3
18 33
19 11
20 5
21 21
22 10
23 3
24 16
25 10
26 3
27 11
28 10
29 2
30 7
31 8
32 2
33 3
34 6
35 2
36 2
37 4
39 1
40 4
42 3
43 1
44 1
47 2
51 1
65 1
primary_loop_size data
4.0 27
5.0 44
6.0 24
7.0 8
8.0 6
9.0 7
10.0 3
11.0 2
12.0 2
13.0 1
16.0 1
secondary_loop_size data
3.0 58
4.0 38
5.0 28
6.0 24
7.0 24
8.0 13
9.0 10
10.0 7
11.0 5
12.0 6
13.0 4
14.0 1
15.0 1
17.0 1
18.0 2
19.0 3
20.0 2
tertiary_loop_size data
2.0 27
3.0 40
4.0 30
5.0 26
6.0 20
7.0 16
8.0 23
9.0 13
10.0 6
11.0 8
12.0 2
13.0 7
14.0 4
15.0 5
16.0 2
17.0 1
18.0 1
19.0 1
20.0 2
24.0 1
28.0 1
33.0 1
quaternary_loop_size data
2.0 14
3.0 18
4.0 17
5.0 15
6.0 17
7.0 21
8.0 11
9.0 13
10.0 16
11.0 7
12.0 9
13.0 10
14.0 5
15.0 5
16.0 4
17.0 3
18.0 2
19.0 3
20.0 2
21.0 6
22.0 5
23.0 1
24.0 1
28.0 1
30.0 1
32.0 1
34.0 1
36.0 1
