dangling_strand count
1 3031
2 427
3 429
4 368
5 63
6 428
7 291
8 11
9 92
10 103
11 21
12 42
13 40
14 14
15 40
16 27
17 5
18 9
19 21
20 5
21 11
22 8
23 6
24 6
25 3
26 4
27 4
28 5
29 5
30 1
31 1
32 2
33 1
34 1
36 2
39 2
41 1
primary_loop_size data
4.0 16
5.0 18
6.0 67
7.0 1
8.0 12
9.0 5
10.0 2
11.0 2
12.0 2
13.0 2
14.0 2
15.0 1
secondary_loop_size data
3.0 67
4.0 25
5.0 64
6.0 9
7.0 41
8.0 14
9.0 6
10.0 6
11.0 4
12.0 8
13.0 1
14.0 2
20.0 1
22.0 1
23.0 1
tertiary_loop_size data
2.0 49
3.0 49
4.0 37
5.0 29
6.0 41
7.0 29
8.0 24
9.0 17
10.0 10
11.0 10
12.0 7
13.0 9
14.0 5
16.0 2
17.0 2
18.0 1
20.0 3
22.0 1
23.0 1
25.0 2
quaternary_loop_size data
2.0 24
3.0 24
4.0 34
5.0 17
6.0 26
7.0 25
8.0 21
9.0 23
10.0 15
11.0 19
12.0 11
13.0 5
14.0 8
15.0 6
16.0 2
17.0 6
18.0 1
19.0 4
20.0 6
21.0 4
24.0 2
25.0 2
26.0 1
27.0 1
28.0 1
31.0 1
32.0 1
