dangling_strand count
1 702
5 569
7 191
10 20
11 172
13 53
14 13
16 10
17 69
18 2
19 25
20 7
22 4
23 16
24 4
25 8
26 7
28 12
29 4
30 4
31 3
32 1
33 1
34 3
35 4
36 3
37 1
38 4
40 2
41 2
42 5
43 1
46 2
47 1
48 1
50 1
52 2
54 1
55 1
58 1
60 1
61 2
64 2
69 1
primary_loop_size data
6.0 349
12.0 39
13.0 7
18.0 9
19.0 2
24.0 4
25.0 2
26.0 1
30.0 1
secondary_loop_size data
12.0 83
18.0 33
19.0 4
24.0 16
25.0 5
26.0 1
30.0 5
31.0 1
37.0 1
38.0 1
43.0 1
44.0 1
49.0 1
tertiary_loop_size data
12.0 4
18.0 30
19.0 1
24.0 22
25.0 3
30.0 13
31.0 3
36.0 5
37.0 6
42.0 1
43.0 4
48.0 1
54.0 1
55.0 1
60.0 1
61.0 1
quaternary_loop_size data
18.0 4
24.0 25
30.0 29
31.0 2
36.0 18
37.0 4
42.0 11
43.0 3
48.0 5
49.0 2
54.0 5
55.0 2
60.0 1
61.0 2
74.0 1
