dangling_strand count
1 908
5 762
7 141
10 24
11 183
13 46
14 16
16 5
17 31
18 5
19 5
20 8
22 8
23 14
24 5
25 4
26 1
27 4
28 1
29 5
30 1
31 2
32 1
33 1
37 1
39 3
41 2
46 1
49 1
73 1
primary_loop_size data
6.0 418
12.0 27
13.0 11
18.0 5
19.0 3
24.0 1
31.0 1
secondary_loop_size data
12.0 113
18.0 34
19.0 2
24.0 5
25.0 4
30.0 1
31.0 1
32.0 1
36.0 1
37.0 1
tertiary_loop_size data
12.0 6
18.0 60
24.0 22
25.0 12
30.0 12
31.0 4
36.0 1
37.0 2
43.0 1
48.0 1
49.0 1
51.0 1
quaternary_loop_size data
12.0 1
18.0 6
24.0 46
30.0 28
31.0 3
36.0 13
37.0 6
38.0 1
42.0 4
43.0 4
44.0 4
45.0 1
48.0 1
49.0 1
55.0 2
56.0 1
61.0 1
66.0 1
75.0 1
