strand_size count
1 861
2 73
4 204
5 618
6 2213
7 248
8 12
9 12
10 35
11 278
12 849
13 99
14 9
15 4
16 14
17 117
18 371
19 46
20 1
21 1
22 9
23 62
24 170
25 22
26 1
27 2
28 2
29 24
30 70
31 10
32 2
33 1
35 9
36 42
37 5
39 2
40 1
41 4
42 15
43 1
44 1
47 2
48 5
49 2
52 1
54 6
58 1
59 2
60 2
61 1
64 2
65 1
67 2
70 1
72 3
90 1
92 1
97 1
104 1
105 1
131 1
141 1
