dangle_size count
2 73
4 204
5 618
6 165
7 248
8 12
9 12
10 35
11 278
12 30
13 99
14 9
15 4
16 14
17 117
18 15
19 46
20 1
21 1
22 9
23 62
24 7
25 22
26 1
27 2
28 2
29 24
30 2
31 10
32 2
33 1
35 9
36 3
37 5
39 2
40 1
41 4
43 1
44 1
47 2
49 2
52 1
54 2
58 1
59 2
60 1
61 1
64 2
65 1
67 2
70 1
72 2
90 1
92 1
97 1
104 1
105 1
131 1
141 1
