cluster_size count
55644 1
141 1
131 1
105 1
104 1
97 1
92 1
90 1
72 2
70 1
67 2
65 1
64 2
60 1
59 2
58 1
54 2
52 1
47 1
44 1
41 1
40 1
39 2
36 3
35 1
33 1
32 2
31 3
30 2
28 2
27 2
26 1
25 2
24 7
23 3
22 9
21 1
20 1
19 4
18 15
17 1
16 14
15 4
14 9
13 8
12 30
11 6
10 35
9 12
8 12
6 165
5 9
4 204
2 73
