dangling_strand count
1 43
5 41
7 25
11 39
13 37
17 24
19 17
22 1
23 13
25 19
29 17
30 1
31 12
35 9
36 1
37 10
38 1
40 1
41 10
42 2
43 7
46 1
47 6
48 1
49 8
52 1
53 7
55 6
59 4
60 1
64 1
65 4
67 1
68 2
71 1
73 4
74 3
76 1
77 2
78 1
83 2
85 1
89 2
90 1
91 1
92 1
94 1
95 1
96 1
100 1
101 1
102 1
104 2
106 1
107 2
108 1
110 1
112 1
115 1
116 1
117 1
118 1
119 1
122 1
136 1
142 1
145 2
148 1
152 1
154 1
156 1
161 1
163 1
167 1
170 1
171 1
186 1
187 1
191 1
194 3
195 1
212 1
214 1
226 1
236 1
240 1
242 1
254 1
291 1
315 1
350 1
363 1
370 1
379 1
384 1
412 1
436 1
479 1
607 1
927 1
primary_loop_size data
6.0 40
12.0 10
13.0 2
18.0 6
19.0 2
30.0 1
43.0 1
54.0 1
60.0 1
68.0 1
79.0 1
80.0 1
130.0 1
150.0 1
secondary_loop_size data
12.0 2
19.0 1
30.0 1
56.0 1
79.0 1
84.0 1
tertiary_loop_size data
30.0 1
42.0 1
72.0 1
85.0 1
92.0 1
143.0 1
159.0 1
quaternary_loop_size data
54.0 1
84.0 1
