Simulation.timestep md.compute.ThermodynamicQuantities.kinetic_temperature md.compute.ThermodynamicQuantities.pressure md.compute.ThermodynamicQuantities.kinetic_energy md.compute.ThermodynamicQuantities.potential_energy md.compute.ThermodynamicQuantities.volume
      645100                               0.88625                                          -0.23216                                      2908.65643                                         28829.82139                                    2494.94041                
      645200                               0.93479                                           0.39904                                      3067.99078                                         28767.64907                                    2465.18227                
      645300                               0.89906                                           0.15513                                      2950.72842                                         28793.50767                                    2465.38263                
      645400                               0.86963                                          -0.28463                                      2854.11010                                         28708.96255                                    2482.22309                
      645500                               0.86055                                          -0.54989                                      2824.33575                                         28723.62473                                    2486.60682                
      645600                               0.89967                                           0.38803                                      2952.70423                                         28735.64838                                    2457.66435                
      645700                               0.94953                                           0.15301                                      3116.34666                                         28643.26811                                    2433.60961                
      645800                               0.90674                                           0.10720                                      2975.91351                                         28560.95761                                    2432.28412                
      645900                               0.85760                                          -0.01046                                      2814.64711                                         28453.49487                                    2430.89785                
      646000                               0.85595                                          -0.00547                                      2809.22792                                         28406.43708                                    2427.58631                
      646100                               0.91326                                           0.35874                                      2997.31652                                         28432.67662                                    2429.14230                
      646200                               0.95161                                           0.59040                                      3123.16784                                         28564.46565                                    2442.39631                
      646300                               0.92859                                          -0.09941                                      3047.61901                                         28732.39157                                    2470.92822                
      646400                               0.90129                                          -0.24766                                      2958.04990                                         28736.36461                                    2481.33814                
      646500                               0.86518                                          -0.02765                                      2839.52474                                         28737.12504                                    2471.48362                
      646600                               0.87633                                          -0.18889                                      2876.11648                                         28664.84618                                    2456.48297                
      646700                               0.90660                                           0.18479                                      2975.47183                                         28594.71274                                    2447.24335                
      646800                               0.88913                                           0.03349                                      2918.12868                                         28679.82140                                    2454.11277                
      646900                               0.88486                                           0.08769                                      2904.12052                                         28726.73751                                    2469.02680                
      647000                               0.91367                                          -0.13068                                      2998.65813                                         28676.54481                                    2463.99016                
      647100                               0.90362                                          -0.07395                                      2965.68705                                         28692.42282                                    2466.65455                
      647200                               0.89742                                          -0.23757                                      2945.32891                                         28674.90719                                    2470.40330                
      647300                               0.88929                                           0.08978                                      2918.66368                                         28701.66502                                    2466.55169                
      647400                               0.93053                                          -0.35527                                      3054.01041                                         28582.45457                                    2455.45291                
      647500                               0.90108                                           0.35626                                      2957.32986                                         28613.21262                                    2433.94174                
      647600                               0.90300                                          -0.06787                                      2963.63256                                         28453.70090                                    2435.82018                
      647700                               0.83658                                          -0.34897                                      2745.66070                                         28600.91300                                    2461.49336                
      647800                               0.88065                                          -0.19478                                      2890.27866                                         28644.53115                                    2463.63887                
      647900                               0.93209                                           0.22683                                      3059.11386                                         28760.55827                                    2466.14672                
      648000                               0.92239                                          -0.29560                                      3027.27787                                         28851.77131                                    2469.68501                
      648100                               0.90046                                           0.11668                                      2955.32448                                         28719.04422                                    2465.27619                
      648200                               0.86197                                          -0.39399                                      2828.99120                                         28586.45314                                    2451.39088                
      648300                               0.85747                                           0.08017                                      2814.21206                                         28488.22957                                    2430.96002                
      648400                               0.89291                                           0.30749                                      2930.54493                                         28440.26892                                    2422.88758                
      648500                               0.91487                                           0.10241                                      3002.60471                                         28537.26459                                    2429.21113                
      648600                               0.91510                                           0.06816                                      3003.36152                                         28652.10909                                    2445.24068                
      648700                               0.88156                                          -0.18967                                      2893.27659                                         28740.13254                                    2467.52113                
      648800                               0.90991                                          -0.15544                                      2986.31186                                         28621.22904                                    2479.29774                
      648900                               0.91304                                           0.03168                                      2996.58819                                         28657.20981                                    2469.72246                
      649000                               0.89205                                           0.05611                                      2927.69544                                         28798.87012                                    2464.00684                
      649100                               0.90654                                          -0.12675                                      2975.25478                                         28757.53409                                    2471.57053                
      649200                               0.90263                                          -0.19312                                      2962.42091                                         28696.75349                                    2473.55998                
      649300                               0.89917                                          -0.25910                                      2951.06313                                         28621.72639                                    2464.80083                
      649400                               0.87310                                           0.29314                                      2865.52988                                         28671.20212                                    2448.72270                
      649500                               0.89017                                           0.75333                                      2921.55293                                         28615.45377                                    2421.57531                
      649600                               0.89197                                           0.32626                                      2927.46186                                         28515.66644                                    2418.55200                
      649700                               0.84827                                          -0.03883                                      2784.00719                                         28575.27680                                    2440.63193                
      649800                               0.87806                                           0.06841                                      2881.79413                                         28568.07162                                    2445.08508                
      649900                               0.92076                                          -0.08616                                      3021.94266                                         28621.85518                                    2444.69280                
      650000                               0.93308                                           0.32454                                      3062.37366                                         28676.15722                                    2456.00280                
      650100                               0.90878                                           0.01305                                      2982.61780                                         28703.88055                                    2456.22556                
      650200                               0.88168                                           0.24921                                      2893.68191                                         28658.15208                                    2453.09248                
      650300                               0.87767                                          -0.14954                                      2880.51337                                         28573.14197                                    2457.84093                
      650400                               0.88003                                           0.10010                                      2888.27406                                         28618.47981                                    2456.28050                
      650500                               0.92363                                          -0.23429                                      3031.35850                                         28604.79853                                    2457.83775                
      650600                               0.90944                                          -0.36923                                      2984.78291                                         28696.49491                                    2466.00064                
      650700                               0.92445                                          -0.21956                                      3034.04917                                         28617.11074                                    2458.44148                
      650800                               0.89153                                           0.19592                                      2926.00277                                         28617.17101                                    2439.42881                
      650900                               0.88005                                           0.33057                                      2888.33403                                         28552.64048                                    2437.21437                
      651000                               0.85704                                          -0.11332                                      2812.82055                                         28627.11723                                    2471.14748                
      651100                               0.89388                                          -0.51164                                      2933.70555                                         28711.34519                                    2494.73289                
      651200                               0.95074                                           0.21524                                      3120.33683                                         28818.32111                                    2485.61956                
      651300                               0.94427                                           0.29793                                      3099.08182                                         28874.17738                                    2468.04215                
      651400                               0.89640                                          -0.01488                                      2941.99874                                         28682.19257                                    2461.97404                
      651500                               0.82934                                          -0.19372                                      2721.89992                                         28550.55548                                    2459.25131                
      651600                               0.84769                                           0.18148                                      2782.13142                                         28477.76662                                    2441.64375                
      651700                               0.90896                                           0.00337                                      2983.21290                                         28534.67494                                    2425.83999                
      651800                               0.94331                                           0.46360                                      3095.95888                                         28593.05891                                    2422.95401                
      651900                               0.88770                                          -0.07368                                      2913.42868                                         28688.04284                                    2452.41866                
      652000                               0.86901                                          -0.19994                                      2852.09206                                         28656.84556                                    2475.56334                
      652100                               0.89534                                           0.30880                                      2938.51298                                         28605.34562                                    2446.19211                
      652200                               0.91009                                           0.52855                                      2986.90147                                         28641.62108                                    2433.27943                
      652300                               0.89948                                           0.13539                                      2952.10728                                         28639.01096                                    2450.71357                
      652400                               0.87570                                          -0.23158                                      2874.04888                                         28659.74865                                    2458.49006                
      652500                               0.91162                                           0.11520                                      2991.93104                                         28567.35517                                    2445.26919                
      652600                               0.91605                                          -0.01637                                      3006.49066                                         28566.88565                                    2431.76385                
      652700                               0.89396                                           0.07738                                      2933.98376                                         28552.48000                                    2434.96358                
      652800                               0.88684                                          -0.05495                                      2910.62073                                         28490.01391                                    2438.16636                
      652900                               0.86669                                           0.01404                                      2844.48416                                         28569.49330                                    2437.25302                
      653000                               0.88913                                           0.04720                                      2918.12180                                         28581.40453                                    2446.49905                
      653100                               0.90833                                          -0.18659                                      2981.14315                                         28637.72040                                    2455.14355                
      653200                               0.89749                                          -0.25568                                      2945.56043                                         28756.28320                                    2478.49582                
      653300                               0.89597                                           0.14265                                      2940.56239                                         28805.95145                                    2488.19993                
      653400                               0.88492                                           0.02950                                      2904.31032                                         28839.20355                                    2492.78604                
      653500                               0.89486                                          -0.05551                                      2936.93682                                         28820.13389                                    2481.83018                
      653600                               0.90673                                           0.12405                                      2975.87775                                         28765.23566                                    2472.97665                
      653700                               0.90495                                          -0.05148                                      2970.05891                                         28696.90904                                    2471.79622                
      653800                               0.88293                                          -0.24389                                      2897.78604                                         28685.26853                                    2462.30210                
      653900                               0.89086                                          -0.19430                                      2923.80616                                         28619.87681                                    2455.47410                
      654000                               0.89007                                          -0.11668                                      2921.21667                                         28652.01917                                    2462.00782                
      654100                               0.89373                                           0.05968                                      2933.22069                                         28716.00395                                    2468.37382                
      654200                               0.89500                                           0.04273                                      2937.37928                                         28766.93060                                    2471.32522                
      654300                               0.91282                                          -0.01561                                      2995.87950                                         28691.40179                                    2472.84681                
      654400                               0.89292                                           0.28823                                      2930.56374                                         28692.26545                                    2465.61795                
      654500                               0.89871                                          -0.17050                                      2949.55004                                         28644.75682                                    2456.93155                
      654600                               0.89454                                           0.22665                                      2935.88122                                         28622.18131                                    2448.63619                
      654700                               0.89667                                           0.06849                                      2942.86368                                         28575.68729                                    2446.67132                
      654800                               0.88398                                          -0.24695                                      2901.23650                                         28617.57016                                    2454.71107                
      654900                               0.91239                                          -0.07573                                      2994.47817                                         28579.13157                                    2449.53654                
      655000                               0.91126                                           0.30580                                      2990.77036                                         28628.22938                                    2442.75792                
      655100                               0.90055                                           0.22136                                      2955.61320                                         28654.73262                                    2454.87011                
      655200                               0.90203                                           0.46334                                      2960.45098                                         28627.43792                                    2452.31204                
      655300                               0.89306                                           0.03815                                      2931.01482                                         28634.22396                                    2441.95275                
      655400                               0.90573                                           0.23909                                      2972.61972                                         28551.16020                                    2440.69464                
      655500                               0.88717                                          -0.01506                                      2911.67569                                         28558.21589                                    2444.73928                
      655600                               0.88843                                           0.20255                                      2915.83852                                         28544.54535                                    2450.18105                
      655700                               0.89027                                          -0.06099                                      2921.87642                                         28623.26898                                    2452.47046                
      655800                               0.91979                                           0.17341                                      3018.74581                                         28637.12980                                    2442.20440                
      655900                               0.89676                                           0.28001                                      2943.17665                                         28719.23270                                    2448.81887                
      656000                               0.88907                                          -0.08452                                      2917.91702                                         28668.68429                                    2467.36714                
      656100                               0.87291                                          -0.19925                                      2864.90578                                         28717.23080                                    2478.94061                
      656200                               0.89317                                          -0.02061                                      2931.38841                                         28755.77358                                    2476.24633                
      656300                               0.93185                                           0.07365                                      3058.32103                                         28723.97306                                    2465.73221                
      656400                               0.93055                                           0.41571                                      3054.07731                                         28666.65391                                    2454.04355                
      656500                               0.89874                                          -0.14824                                      2949.65294                                         28585.48496                                    2456.63962                
      656600                               0.86571                                          -0.32800                                      2841.24992                                         28597.82573                                    2469.41818                
      656700                               0.88323                                          -0.40035                                      2898.74532                                         28627.72811                                    2464.07368                
      656800                               0.92914                                          -0.05107                                      3049.45332                                         28666.17212                                    2458.11423                
      656900                               0.93081                                           0.05793                                      3054.92981                                         28715.96032                                    2464.20442                
      657000                               0.88777                                          -0.14363                                      2913.67693                                         28751.36509                                    2482.57713                
      657100                               0.88014                                          -0.39743                                      2888.61236                                         28710.27798                                    2478.57601                
      657200                               0.88789                                           0.40180                                      2914.06893                                         28715.37662                                    2456.44760                
      657300                               0.92296                                           0.24445                                      3029.14998                                         28619.20164                                    2447.60363                
      657400                               0.88699                                           0.19466                                      2911.10130                                         28676.94616                                    2459.69173                
      657500                               0.88045                                           0.09700                                      2889.62790                                         28646.63438                                    2459.05964                
      657600                               0.88982                                          -0.04821                                      2920.40400                                         28640.88538                                    2453.38045                
      657700                               0.91189                                          -0.08502                                      2992.80881                                         28640.92623                                    2448.42938                
      657800                               0.91828                                          -0.04818                                      3013.79220                                         28615.08960                                    2444.45444                
      657900                               0.87718                                          -0.12459                                      2878.89487                                         28623.93699                                    2456.92502                
      658000                               0.83967                                          -0.32284                                      2755.80284                                         28719.95561                                    2476.39356                
      658100                               0.87784                                          -0.14489                                      2881.07247                                         28752.90867                                    2476.14813                
      658200                               0.93180                                          -0.04970                                      3058.16583                                         28793.36715                                    2469.36374                
      658300                               0.95670                                          -0.18704                                      3139.87635                                         28746.52011                                    2468.82905                
      658400                               0.89834                                           0.05892                                      2948.35336                                         28701.89198                                    2465.25972                
      658500                               0.84683                                          -0.12610                                      2779.29847                                         28653.16637                                    2465.95198                
      658600                               0.87076                                           0.20881                                      2857.84054                                         28600.62968                                    2443.76593                
      658700                               0.91913                                           0.51343                                      3016.57202                                         28594.29015                                    2429.03221                
      658800                               0.92419                                          -0.03470                                      3033.19712                                         28583.52858                                    2432.56964                
      658900                               0.86275                                           0.01879                                      2831.53937                                         28676.87032                                    2464.19239                
      659000                               0.88781                                          -0.03554                                      2913.79149                                         28610.11369                                    2470.44103                
      659100                               0.89774                                           0.01424                                      2946.37283                                         28736.09069                                    2468.28407                
      659200                               0.94146                                           0.15994                                      3089.86790                                         28701.31319                                    2456.32314                
      659300                               0.90553                                           0.12647                                      2971.96083                                         28731.30561                                    2462.78111                
      659400                               0.86939                                           0.01576                                      2853.35365                                         28650.18324                                    2449.12000                
      659500                               0.86584                                          -0.10080                                      2841.69613                                         28531.85092                                    2443.28633                
      659600                               0.86644                                          -0.08246                                      2843.65947                                         28558.21845                                    2446.97502                
      659700                               0.90433                                           0.28731                                      2967.99820                                         28642.03456                                    2446.30077                
      659800                               0.95318                                           0.43453                                      3128.34407                                         28623.57504                                    2433.46628                
      659900                               0.89553                                           0.11539                                      2939.11392                                         28694.33861                                    2456.02022                
      660000                               0.86963                                          -0.18388                                      2854.11656                                         28655.20006                                    2477.93856                
      660100                               0.88474                                           0.04461                                      2903.70979                                         28625.32713                                    2456.14216                
      660200                               0.92356                                           0.53899                                      3031.12657                                         28567.05947                                    2419.96391                
      660300                               0.90667                                           0.29843                                      2975.68409                                         28499.81128                                    2423.28877                
      660400                               0.82657                                          -0.44457                                      2712.80187                                         28638.62962                                    2473.98964                
      660500                               0.86243                                          -0.39844                                      2830.47962                                         28700.52042                                    2480.39130                
      660600                               0.94915                                           0.06194                                      3115.11150                                         28771.43341                                    2473.94363                
      660700                               0.93468                                           0.07432                                      3067.61773                                         28913.28640                                    2489.43972                
      660800                               0.91203                                          -0.15907                                      2993.28755                                         28796.73990                                    2494.23429                
      660900                               0.88755                                          -0.49625                                      2912.94337                                         28652.20702                                    2469.65914                
      661000                               0.88790                                           0.22105                                      2914.09533                                         28531.37746                                    2427.46484                
      661100                               0.90613                                           0.53102                                      2973.92623                                         28406.69685                                    2409.44346                
      661200                               0.89048                                           0.36439                                      2922.55005                                         28415.03230                                    2408.81637                
      661300                               0.86766                                          -0.03323                                      2847.64505                                         28531.54234                                    2441.32798                
      661400                               0.87224                                          -0.23210                                      2862.70410                                         28709.27908                                    2470.12382                
      661500                               0.91914                                          -0.29536                                      3016.60822                                         28827.90295                                    2479.06758                
      661600                               0.95762                                          -0.01929                                      3142.91807                                         28798.59918                                    2472.48029                
      661700                               0.89924                                          -0.07384                                      2951.31369                                         28814.71532                                    2474.92431                
      661800                               0.88116                                           0.15419                                      2891.97484                                         28655.12596                                    2466.87819                
      661900                               0.88193                                          -0.09374                                      2894.50977                                         28547.25366                                    2446.51789                
      662000                               0.90174                                           0.07532                                      2959.50159                                         28508.67888                                    2421.60666                
      662100                               0.91281                                           0.20448                                      2995.83496                                         28489.89857                                    2424.32617                
      662200                               0.88898                                           0.24715                                      2917.63569                                         28541.87895                                    2432.01786                
