<<<<<<< Updated upstream
frame thiol_conversion ene_conversion
0 0.004725992961287062 0.002657574086145531
1 0.009200603318250344 0.010830867973725122
2 0.013926596279537407 0.01549415835130119
3 0.0184012066365008 0.01975630547059115
4 0.022222222222222254 0.02371759514616656
5 0.025842131724484685 0.02762874191445619
6 0.0301659125188537 0.03169031740460315
7 0.033484162895927594 0.03494960637817779
8 0.037858220211161364 0.03921175349746775
9 0.040975364504776235 0.042521185378328274
10 0.044494720965309154 0.045880760166474466
11 0.0485671191553545 0.050193050193050204
12 0.051633986928104614 0.05315148172291029
13 0.05470085470085473 0.056410770696485035
14 0.058622423328305695 0.06037206037206033
15 0.062141779788838614 0.0637817780674923
16 0.06566113624937153 0.06739206739206738
17 0.06968325791855201 0.07105249962392823
18 0.07310206133735542 0.07431178859750287
19 0.07571644042232273 0.07727022012736295
20 0.07868275515334344 0.07992779421350849
21 0.08139768728004027 0.08288622574336857
22 0.08481649069884367 0.08614551471694332
23 0.08813474107591757 0.08960537531966106
24 0.09120160884866768 0.09296495010780725
25 0.09457013574660633 0.09612395326681045
26 0.0976872800402212 0.09938324224038508
27 0.10170940170940168 0.10274281702853127
28 0.10457516339869277 0.10615253472396324
29 0.10734037204625435 0.10855939427368
30 0.11035696329813982 0.11166825452539741
31 0.11332327802916042 0.1148272576844005
32 0.11639014580191054 0.11788597502883214
33 0.11925590749120163 0.12054354911497767
34 0.1231774761186526 0.12430426716140996
35 0.12654600301659125 0.12746327032041316
36 0.1295625942684766 0.13097327383041668
37 0.13353443941679233 0.13443313443313443
38 0.13685268979386622 0.13794313794313795
39 0.14047259929612865 0.14190442761871336
40 0.1433886375062846 0.14461214461214467
41 0.14680744092508802 0.14757057614200475
42 0.14977375565610862 0.1508298651155794
43 0.15304172951231776 0.15418943990372558
44 0.15656108597285068 0.1576994434137291
45 0.15902463549522372 0.16030687459258885
46 0.16163901458019103 0.16296444867873439
47 0.16455505279034688 0.16532116532116536
48 0.1677224736048265 0.16873088301659733
49 0.1701357466063348 0.17153888582460008
50 0.17335344394167929 0.17439703153988872
51 0.17566616390145806 0.1767537481823196
52 0.1792860734037205 0.18036403750689467
53 0.18230266465560585 0.1830216115930402
54 0.18536953242835597 0.1861304718447575
55 0.18823529411764706 0.18923933209647492
56 0.19019607843137254 0.19169633455347745
57 0.1933132227249874 0.1943037657323372
58 0.19648064353946704 0.19771348342776918
59 0.1995977878330819 0.20082234367948648
60 0.20206133735545495 0.2035300606729178
61 0.2049773755656109 0.205836634408063
62 0.2077425842131725 0.20864463721606574
63 0.2102564102564103 0.2112520683949255
64 0.21337355455002516 0.2139597853883568
65 0.21639014580191052 0.21716893145464577
66 0.21900452488687783 0.21947550518979086
67 0.2221216691804927 0.22238379381236528
68 0.22468577174459525 0.22539236824951114
69 0.22780291603821012 0.22875194303765733
70 0.23026646556058317 0.23115880258737398
71 0.2327300150829562 0.2338163766735195
72 0.23544494720965314 0.2363736649450935
73 0.23780794369029667 0.2386300957729529
74 0.24012066365007545 0.24123752695181266
75 0.24323780794369032 0.24394524394524397
76 0.2459024635495224 0.24665296093867517
77 0.2484162895927602 0.2497116782831068
78 0.2515837104072398 0.2524193952765381
79 0.2538964303670186 0.25482625482625487
80 0.2562594268476621 0.25718297146868574
81 0.2585721468074409 0.25948954520383094
82 0.26078431372549016 0.2614451185879757
83 0.2626948215183509 0.26325026325026324
84 0.26515837104072393 0.26610840896555177
85 0.26701860231272 0.26781326781326786
86 0.2696832579185521 0.2702702702702703
87 0.27164404223227756 0.27242641528355815
88 0.2738562091503268 0.2746327032041318
89 0.2757164404223228 0.27678884821741967
90 0.27782805429864255 0.2787945645088502
91 0.2797385620915033 0.28105099533670963
92 0.2815485168426345 0.2830065687208544
93 0.283911513323278 0.28496214210499926
94 0.28627450980392155 0.28746928746928746
95 0.2884866767219708 0.2898761470190042
96 0.2915032679738562 0.2923832923832924
97 0.2934137757667169 0.2942887228601514
98 0.2957264957264957 0.29644486787343927
99 0.29819004524886883 0.2991024419595848
100 0.3012066365007542 0.30196058767487344
101 0.303921568627451 0.30441759013187586
102 0.30593262946204125 0.30672416386702106
103 0.30819507290095527 0.30888030888030893
104 0.31005530417295124 0.3105851677280249
105 0.3125188536953243 0.3132928847214561
106 0.3147812971342383 0.31534874392017254
107 0.31689291101055805 0.31755503184074607
108 0.3190045248868778 0.3195607481321767
109 0.32121669180492707 0.3217168931454646
110 0.3235796882855706 0.323973323973324
111 0.3262946204122674 0.326731183874041
112 0.32865761689291106 0.3289876147019004
113 0.33061840120663655 0.33119390262247406
114 0.3330819507290096 0.3338514767086196
115 0.3351432880844646 0.3358571930000501
116 0.3370537958773253 0.3377626234769092
117 0.33906485671191555 0.33976833976833976
118 0.3415284062342886 0.3419746276889134
119 0.34353946706887883 0.3438800581657725
120 0.3459527400703871 0.3461364889936318
121 0.3480643539467069 0.34859349145063434
122 0.35012569130216187 0.3505992077420649
123 0.35263951734539967 0.35270520984806697
124 0.3546505781799899 0.3549616406759264
125 0.35656108597285063 0.35711778568921426
126 0.3593765711412771 0.35947450233164524
127 0.3615384615384616 0.36153036153036155
128 0.36385118149824036 0.3641377927092213
129 0.36601307189542487 0.36639422353708073
130 0.36842634489693316 0.36860051145765427
131 0.3706887883358472 0.3711076568219426
132 0.37275012569130217 0.3729629443915158
133 0.37461035696329814 0.37496866068294643
134 0.3765711412770236 0.3770746627889485
135 0.3786827551533434 0.3787795216366645
136 0.38064353946706886 0.38078523792809504
137 0.38315736551030666 0.3834428120142406
138 0.38501759678230263 0.38539838539838545
139 0.38692810457516336 0.387404101689816
140 0.3889391654097536 0.38915910344481774
141 0.39049773755656103 0.39061324775610495
142 0.39311211664152845 0.3930201073058216
143 0.3943187531422826 0.39457453743168025
144 0.3965811965811966 0.3965301108158251
145 0.39849170437405734 0.3988366845509702
146 0.40055304172951234 0.4007421150278293
147 0.4030165912518854 0.4030486887629745
148 0.40512820512820513 0.4051045479616908
149 0.40729009552538964 0.4074612646041218
150 0.40920060331825037 0.4095171238028381
151 0.41116138763197585 0.4115729830015544
152 0.41312217194570133 0.4134784134784135
153 0.4152337858220211 0.4154339868625583
154 0.41689291101055803 0.41693827408113127
155 0.4184012066365007 0.418693275836133
156 0.42061337355455 0.420398134683849
157 0.422071392659628 0.4221531364388508
158 0.42418300653594776 0.4239582811011382
159 0.426395173453997 0.4264654264654265
160 0.428456510809452 0.4283708569422855
161 0.43001508295625945 0.4300757157900015
162 0.4319255907491202 0.43183071754500324
163 0.43423831070889896 0.43433786290929144
164 0.43574660633484164 0.43579200722057865
165 0.43765711412770236 0.43789800932658074
166 0.438964303670186 0.4392518678232964
167 0.4402714932126697 0.4404552975981547
168 0.4418300653594771 0.44180915609487037
169 0.4438914027149321 0.4440655869227298
170 0.4457516339869281 0.44607130321416033
171 0.44806435394670685 0.44772601915459054
172 0.44957264957264953 0.4496815925387354
173 0.4520361990950226 0.4517374517374517
174 0.4538461538461539 0.4534423105851677
175 0.4558069381598794 0.4553978839693126
176 0.4576168929110106 0.45735345735345734
177 0.4593262946204123 0.4591586020157449
178 0.46073403720462547 0.4606127463270321
179 0.4627450980392157 0.4624680338966053
180 0.46465560583207643 0.46482475053903627
181 0.4666163901458019 0.4663791806648949
182 0.4682252388134741 0.4679336107907537
183 0.46968325791855203 0.4697387554530411
184 0.4712921065862242 0.4712430426716141
185 0.4730015082956259 0.47304818733390164
186 0.4753142282554047 0.4747530461816176
187 0.47732528908999494 0.47695933410219127
188 0.4791855203619909 0.4785137642280499
189 0.48064353946706884 0.48056962342676623
190 0.481850175967823 0.48197362483076767
191 0.4833081950729009 0.4833776262347691
192 0.48511814982403223 0.48473148473148475
=======
frame thiol_conv ene_conv
0 0.0047259929612871 0.0026575740861455
1 0.0092006033182503 0.0108308679737251
2 0.0139265962795374 0.0154941583513012
3 0.0184012066365008 0.0197563054705912
4 0.0222222222222223 0.0237175951461666
5 0.0258421317244847 0.0276287419144562
6 0.0301659125188537 0.0316903174046032
7 0.0334841628959276 0.0349496063781778
8 0.0378582202111614 0.0392117534974677
9 0.0409753645047762 0.0425211853783283
10 0.0444947209653092 0.0458807601664745
11 0.0485671191553545 0.0501930501930502
12 0.0516339869281046 0.0531514817229103
13 0.0547008547008547 0.0564107706964850
14 0.0586224233283057 0.0603720603720603
