# frame percolation_dimension largest_cluster num_molecules
0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 1 13055 8814
56 1 14756 8712
57 2 15109 8611
58 2 15855 8507
59 2 17104 8421
60 3 17406 8323
61 3 19212 8211
62 3 19933 8104
63 3 20526 8004
64 3 21247 7889
65 3 21969 7816
66 3 22125 7735
67 3 22310 7650
68 3 22695 7547
69 3 23074 7467
70 3 23537 7376
71 3 24354 7302
72 3 25545 7231
73 3 26118 7148
74 3 26829 7072
75 3 27298 7005
76 3 27818 6921
77 3 28834 6852
78 3 29339 6787
79 3 29731 6720
80 3 30043 6671
81 3 30673 6608
82 3 31163 6543
83 3 31435 6485
84 3 31871 6430
85 3 32138 6361
86 3 32455 6301
87 3 32934 6246
88 3 33157 6203
89 3 33401 6140
90 3 33590 6090
91 3 33908 6026
92 3 34233 5973
93 3 34491 5923
94 3 34923 5863
95 3 35067 5820
96 3 35346 5772
97 3 35522 5726
98 3 35884 5670
99 3 36489 5626
100 3 36830 5563
101 3 37517 5505
102 3 37805 5453
103 3 38117 5399
104 3 38333 5358
105 3 38590 5311
106 3 39063 5256
107 3 39399 5212
108 3 39682 5174
109 3 39875 5138
110 3 40104 5088
111 3 40244 5049
112 3 40352 5016
113 3 40595 4977
114 3 40808 4941
115 3 41020 4889
116 3 41158 4853
117 3 41277 4820
118 3 41471 4790
119 3 41610 4740
120 3 41714 4705
121 3 41935 4669
122 3 42066 4631
123 3 42232 4594
124 3 42373 4564
125 3 42532 4534
126 3 42779 4497
127 3 42898 4466
128 3 43041 4433
129 3 43119 4410
130 3 43386 4373
131 3 43516 4340
132 3 43689 4309
133 3 43758 4288
134 3 43873 4260
135 3 44025 4231
136 3 44303 4216
137 3 44448 4191
138 3 44524 4170
139 3 44673 4146
140 3 44754 4117
141 3 44912 4093
142 3 45100 4066
143 3 45151 4039
144 3 45323 4016
145 3 45410 3992
146 3 45492 3963
147 3 45559 3951
148 3 45656 3927
149 3 45741 3908
150 3 45873 3888
151 3 45948 3869
152 3 46089 3846
153 3 46154 3833
154 3 46295 3816
155 3 46373 3794
156 3 46444 3773
157 3 46502 3755
158 3 46562 3735
159 3 46617 3722
160 3 46667 3702
161 3 46926 3678
162 3 47063 3659
163 3 47090 3649
164 3 47149 3638
165 3 47204 3626
166 3 47233 3611
167 3 47272 3602
168 3 47376 3586
169 3 47478 3562
170 3 47523 3548
171 3 47631 3534
172 3 47675 3525
173 3 47705 3517
174 3 48040 3489
175 3 48144 3471
176 3 48218 3458
177 3 48260 3442
178 3 48350 3426
179 3 48395 3413
180 3 48453 3397
181 3 48500 3389
182 3 48554 3377
183 3 48610 3360
184 3 48711 3349
185 3 48778 3332
186 3 48854 3320
187 3 48906 3303
188 3 48943 3291
189 3 48994 3281
190 3 49027 3269
191 3 49147 3250
192 3 49199 3242
193 3 49284 3227
194 3 49353 3213
195 3 49413 3196
196 3 49527 3179
