dangling_strand count
1 184
5 145
7 106
11 103
13 66
14 1
16 3
17 64
18 1
19 41
20 2
23 48
24 1
25 36
26 3
28 1
29 29
31 14
32 2
34 3
35 13
37 9
38 3
40 2
41 10
43 10
44 5
46 5
47 7
48 3
49 7
50 3
52 1
53 12
54 2
55 8
56 2
58 5
59 6
60 3
61 3
62 2
63 1
65 5
66 3
67 2
68 3
69 1
71 5
72 2
73 3
76 3
77 1
78 1
79 1
80 2
82 2
83 2
84 2
86 4
87 1
88 1
89 2
90 1
92 2
93 1
95 1
96 1
97 1
98 2
101 2
102 1
103 1
104 1
106 1
107 2
113 2
119 1
120 1
125 1
128 1
134 1
140 1
148 1
150 1
155 1
158 1
162 1
191 1
199 1
220 1
222 1
236 1
246 1
430 1
primary_loop_size data
6.0 104
12.0 21
13.0 3
18.0 7
19.0 1
24.0 4
25.0 1
30.0 7
31.0 1
36.0 1
37.0 1
42.0 1
43.0 1
54.0 1
61.0 1
secondary_loop_size data
12.0 9
18.0 11
19.0 1
24.0 6
30.0 3
43.0 3
48.0 1
54.0 1
55.0 1
67.0 1
73.0 1
78.0 1
84.0 1
171.0 1
tertiary_loop_size data
18.0 1
24.0 1
30.0 3
36.0 4
42.0 1
43.0 1
48.0 3
49.0 1
50.0 2
54.0 1
60.0 1
61.0 1
66.0 2
81.0 1
103.0 1
121.0 1
167.0 1
quaternary_loop_size data
30.0 1
42.0 4
48.0 1
54.0 1
61.0 2
62.0 1
66.0 1
78.0 1
79.0 1
84.0 2
90.0 1
133.0 1
140.0 1
141.0 1
