dangling_strand count
1 453
2 249
3 1109
4 717
5 5
6 324
7 114
8 30
9 185
10 144
11 4
12 93
13 36
14 10
15 55
16 59
17 9
18 38
19 12
20 8
21 15
22 18
23 3
24 17
25 8
26 1
27 13
28 12
29 6
30 4
31 6
32 1
33 3
34 1
36 5
37 2
38 1
39 1
40 2
41 1
42 1
43 3
44 1
50 2
52 2
53 2
81 1
primary_loop_size data
4.0 35
5.0 34
6.0 12
7.0 9
8.0 8
9.0 11
10.0 1
11.0 1
secondary_loop_size data
3.0 53
4.0 49
5.0 18
6.0 28
7.0 24
8.0 14
9.0 8
10.0 9
11.0 2
12.0 4
13.0 4
14.0 3
15.0 2
16.0 2
18.0 1
20.0 4
24.0 1
28.0 1
tertiary_loop_size data
1.0 1
2.0 45
3.0 41
4.0 21
5.0 27
6.0 23
7.0 21
8.0 18
9.0 11
10.0 6
11.0 11
12.0 7
13.0 3
14.0 2
15.0 4
16.0 1
17.0 2
18.0 2
19.0 4
20.0 1
21.0 3
23.0 2
24.0 1
26.0 2
29.0 1
quaternary_loop_size data
2.0 13
3.0 12
4.0 20
5.0 17
6.0 14
7.0 14
8.0 11
9.0 17
10.0 6
11.0 16
12.0 7
13.0 7
14.0 3
15.0 8
16.0 3
17.0 4
18.0 4
19.0 6
20.0 1
21.0 4
22.0 3
24.0 3
25.0 1
28.0 1
29.0 1
33.0 3
37.0 1
38.0 1
43.0 1
