largest average
20 3.189950013154433
24 3.224905580084047
44 3.2595838485940103
49 3.2923319213641795
49 3.3219178082191783
63 3.3594702427130665
94 3.3969294559309686
98 3.4315390275655178
98 3.471228170626968
98 3.5106259771845503
114 3.5465660465660465
153 3.5885521486918432
167 3.6263309008254576
189 3.6682398499425184
210 3.7077242982080607
216 3.7457522397281435
220 3.7852772227772227
228 3.8270942491004356
234 3.8658972069889046
238 3.911290322580645
238 3.9505408575524568
248 3.9974284583937756
286 4.038435917932321
292 4.086894971012539
296 4.129768392370572
308 4.172976321585903
312 4.213873635921318
328 4.25408743246088
346 4.2959892290249435
348 4.343698502543527
420 4.388663674533082
444 4.42485949930662
448 4.467904782961162
466 4.515828677839851
579 4.564791807845794
745 4.610616776941212
873 4.657013366108465
1147 4.700705590447391
1189 4.743369063453564
1194 4.794764315090162
1225 4.842252396166134
1233 4.883992588415371
1371 4.936487256738051
1491 4.98274019889866
1511 5.039484621778886
1524 5.095394183896453
1565 5.149932042133877
1581 5.206544142906218
1585 5.263957627854476
1621 5.318448986753224
1665 5.378371185237757
3242 5.434295446396558
3318 5.492887560025369
3671 5.568056576047025
3748 5.629584919676851
4235 5.6973028850671925
5109 5.743723353860729
6780 5.796443254613251
7660 5.850139920872334
8609 5.909445365045326
9051 5.9670275590551185
9221 6.024545364205506
9872 6.096641190667739
10318 6.149827551227429
10586 6.210305265314485
10982 6.28108164111065
11438 6.351492928234678
15691 6.420779495869519
15943 6.488120719178082
16094 6.549805531547104
17141 6.614839061647572
17434 6.67455686447209
17480 6.740604847676229
17820 6.79652466367713
18089 6.854154889768231
18570 6.90411114907186
18803 6.966789243851988
20277 7.028170646881521
20544 7.087327566050971
21352 7.146646233643758
22818 7.210394862036156
23184 7.270928280163108
24091 7.334260827486087
24315 7.408652083587926
24804 7.473496055226825
25137 7.541360865779326
25517 7.596165893998246
25905 7.668226663293701
26401 7.740679264555669
26671 7.809480870797372
27419 7.858068697342839
27835 7.930019620667102
28066 7.993802742616034
28211 8.065052547558867
28425 8.141955412301908
28783 8.211431667343899
28933 8.260662215560703
29543 8.317327479764028
29763 8.380564003317666
29988 8.44829988851728
30423 8.525523836309942
