frame thiol_conversion ene_conversion
0 0.0008107834194790442 0.004665077835809495
1 0.00461133069828723 0.015212210334161536
2 0.008766595723117443 0.025607220729171987
3 0.012820512820512775 0.0351909132396937
4 0.017431843518800005 0.043659043659043606
5 0.021941826289652355 0.05420617615739565
6 0.02619843924191745 0.06470260128796712
7 0.02939089895611635 0.0739313422240252
8 0.0339008817269687 0.08447847472237713
9 0.03775210296949427 0.09472136301404599
10 0.04216073781291174 0.10395010395010396
11 0.04626532887402457 0.11439582171289486
12 0.05047126786257217 0.12357385528117237
13 0.05482922874227225 0.13366462146949953
14 0.05847775412992806 0.14299477714111863
15 0.06334245464680244 0.15176715176715172
16 0.067295023816763 0.16038740428984333
17 0.07160231073274548 0.16941331575477914
18 0.07530151008411878 0.17772932407078745
19 0.0789500354717746 0.1874144313168703
20 0.08249721293199552 0.19567973226509816
21 0.08680449984797811 0.2049591805689367
22 0.0905543731630688 0.21292023731048126
23 0.09425357251444211 0.22225039298210025
24 0.09734468430120602 0.2302621570914254
25 0.10190534103577586 0.23837533593631155
26 0.10565521435086656 0.24582931900005067
27 0.1085436302827607 0.2528776431215456
28 0.11209080774298164 0.26028091881750415
29 0.11573933313063745 0.26874904923685417
30 0.11933718455457587 0.2763044470361543
31 0.1223269484139049 0.282389331169819
32 0.12526603830951655 0.28969119213021655
33 0.12855984595115033 0.2973480046650778
34 0.13215769737508865 0.30480198772881695
35 0.13570487483530957 0.31185031185031187
36 0.1387959866220736 0.31879722123624565
37 0.14178575048140263 0.3253384716799351
38 0.1446234924495794 0.33193042949140505
39 0.14857606161953985 0.339080168348461
40 0.15176852133373875 0.3458749556310532
41 0.1547076112293504 0.3516555955580346
42 0.15754535319752716 0.3591602859895543
43 0.16119387858518297 0.3652451701232189
44 0.16453836019053414 0.37234420161249426
45 0.1674267761224283 0.37944323310176964
46 0.1705685618729097 0.38623802038436184
47 0.17502787068004455 0.39328634450585676
48 0.17827100435796084 0.40023325389179043
49 0.1811087463261376 0.40657167486435775
50 0.18409851018546675 0.4133157547791694
51 0.18724029593594815 0.4196541757517367
52 0.19023005979527718 0.42624613356320673
53 0.19397993311036787 0.43400436083362914
54 0.19712171886084928 0.4405456112773186
55 0.1997060910104388 0.4472389838243497
56 0.20208776730515865 0.4519040616601592
57 0.2050268572007703 0.457431164748238
58 0.20781392520522957 0.46295826783631666
59 0.21055031924597145 0.46863749302773694
60 0.2134894091415831 0.4742153034835962
61 0.2160737812911726 0.4794381623649916
62 0.2193169149690889 0.48603012017646163
63 0.2224587007195703 0.4908980274833933
64 0.22484037701429005 0.4962223011003499
65 0.22757677105503193 0.5024593073373561
66 0.23051586095064358 0.5083920693676791
67 0.23370832066484237 0.5139698798235384
68 0.23639404074186687 0.5193448608082755
69 0.23953582649234828 0.5243648902185487
70 0.24217087260565517 0.5293849196288221
71 0.24495794061011456 0.5338471679935095
72 0.2473396169048343 0.5385629531970995
73 0.24977196716327155 0.5427716647228842
74 0.25245768724029594 0.54708179098423
75 0.254180602006689 0.5506820140966482
76 0.2567649741562785 0.5551442624613356
77 0.2594506942333029 0.5598600476649257
78 0.2616803486368704 0.5639166370873687
79 0.26391000304043777 0.5677703970386897
80 0.26613965744400525 0.5719284011966939
81 0.26836931184757273 0.5756300390446731
82 0.27080166210601 0.5798894579382384
83 0.2732340123644471 0.5843517063029258
84 0.27576771055031923 0.5882054662542467
85 0.278149386845039 0.5923634704122509
86 0.2800243235025843 0.5959129861568886
87 0.2827100435796088 0.5999188682115512
88 0.28519306780176346 0.6043811165762385
89 0.28742272220533094 0.6086405354698038
90 0.2892469848991588 0.6114801480655139
91 0.2908178777743995 0.6154860301201764
92 0.2929968582142495 0.6188834237614725
93 0.29466909901692506 0.622787891080574
94 0.2966960575656228 0.6270980173419198
95 0.29902705989662515 0.6310024846610213
96 0.3008006486267356 0.6338420972567314
97 0.3024728894294112 0.6368845393235637
98 0.30434782608695654 0.6401805182292988
99 0.30632411067193677 0.6434764971350337
100 0.30860443903922163 0.6472795497185742
101 0.3108847674065065 0.650474113888748
102 0.31336779162866124 0.6544799959434106
103 0.3156987939596635 0.6580802190558288
104 0.31701631701631705 0.6615283200649054
105 0.31868855781899263 0.6643172252928351
106 0.3200060808756461 0.6672582526241062
107 0.3220837133880612 0.6698443283809137
108 0.3242626938279112 0.6727346483444044
109 0.32552954292084724 0.6756756756756757
110 0.3269484139049357 0.6782110440647027
111 0.3282659369615891 0.6815070229704376
112 0.3298875038005473 0.6839409766239035
113 0.3315090706395054 0.6868312965873942
114 0.3332826593696159 0.6891638355052989
115 0.3353096179183136 0.6919527407332285
116 0.3364244451200973 0.6940317428122307
117 0.3378433161041857 0.6963135743623549
118 0.33916083916083917 0.6985446985446986
119 0.34083307996351475 0.701130774301506
120 0.3425559947299077 0.7033618984838497
121 0.34341745211310426 0.7051366563561685
122 0.34503901895206246 0.707063536331829
123 0.3463058680449985 0.7088382942041478
124 0.3475220431742171 0.7106130520764666
125 0.3486368703760008 0.7128441762588105
126 0.34975169757778457 0.7152781299122762
127 0.35101854667072063 0.7169007656812535
128 0.3522347217999392 0.7187262309213529
129 0.3532988750380055 0.7201967445869886
130 0.35461639809465895 0.722123624562649
131 0.35568055133272525 0.7246082855838953
132 0.3565926826796392 0.7265351655595558
133 0.3580115536637276 0.7289691192130217
134 0.3591770548292288 0.7307945844531211
135 0.360697273740752 0.7328228791643425
136 0.36150805716023104 0.7342426854621977
137 0.36297760210803687 0.7358146138633943
138 0.36404175534610317 0.7378429085746159
139 0.3648525387655822 0.73916130013691
140 0.36586601803993113 0.7409360580092288
141 0.36672747542312756 0.7423558643070838
142 0.3675382588426067 0.7443334516505249
143 0.3690584777541299 0.7459053800517215
144 0.37047734873821825 0.7481872116018458
145 0.37154150197628455 0.7496577252674814
146 0.3724029593594811 0.7514324831398003
147 0.37326441674267763 0.7531565336443385
148 0.3744299179081788 0.7543228031032909
149 0.3754940711462451 0.7560468536078292
150 0.3762035066382893 0.7573652451701232
151 0.37747035573122534 0.7585822219968561
152 0.3788385527515963 0.7603062725013945
153 0.38000405391709735 0.7625373966837381
154 0.380764163372859 0.7641600324527154
155 0.3818789905746427 0.7659347903250342
156 0.3829938177764265 0.767709548197353
157 0.3839566230870579 0.7691293544952081
158 0.3850207763251241 0.7709548197353076
159 0.386034255599473 0.7722732112976015
160 0.3872504307286916 0.7744029207443841
161 0.38846660585791015 0.776177678616703
162 0.3893280632411067 0.7778510217534608
163 0.3904935644066079 0.7792708280513159
164 0.3914563697172393 0.7809948785558541
165 0.3924191750278707 0.7824653922214898
166 0.3936353501570893 0.7835809543126616
167 0.3946488294314381 0.7848993458749556
168 0.39581433059693927 0.7864712742761524
169 0.39697983176244045 0.7879924953095685
170 0.39794263707307187 0.7890066426651793
171 0.39865207256511603 0.7899700826530095
172 0.39961487787574745 0.791440596318645
173 0.40067903111381376 0.7928604026165001
174 0.40118577075098816 0.7937731352365499
175 0.4018952062430323 0.794635160488819
176 0.4026046417350765 0.7956493078444298
177 0.4035674470457079 0.7969676994067239
178 0.4041248606465998 0.7982860909690178
179 0.4047329482112091 0.7994016530601896
180 0.40554373163068813 0.8007707519902642
181 0.40655721090503694 0.8017341919780945
182 0.40716529846964633 0.8029004614370467
183 0.40802675585284276 0.8039653161604381
184 0.4089895611634742 0.8048780487804879
185 0.40964832269180096 0.806399269813904
186 0.4100537144015405 0.8073120024339536
187 0.41071247592986726 0.808376857157345
188 0.41126988953075905 0.8093402971451752
189 0.41182730313165095 0.8102530297652248
190 0.41279010844228237 0.8113178844886162
191 0.41329684807945677 0.8125348613153491
192 0.4141076314989358 0.8140053749809848
193 0.4148170669909801 0.8149181076010344
194 0.41542515455558937 0.8156280107499619
195 0.41613459004763353 0.8163379138988895
196 0.4168440255396777 0.8179098423000862
197 0.41765480895915674 0.8187718675523554
198 0.4185669403060708 0.8204452106891131
199 0.4193270497618323 0.8216621875158461
200 0.42028985507246375 0.8226763348714569
201 0.4209486166007905 0.8236904822270676
202 0.42140468227424754 0.8246539222148979
203 0.4220634438025742 0.8255666548349475
204 0.422722205330901 0.8266822169261194
205 0.4236850106415324 0.827493534810608
206 0.42444512009729396 0.8284569747984383
207 0.424901185770751 0.8293697074184879
208 0.4257626431539475 0.8304345621418792
209 0.42657342657342656 0.8318543684397343
