strand_size count
1 955
2 98
4 240
5 682
6 2212
7 268
8 27
9 11
10 44
11 269
12 821
13 110
14 9
15 7
16 19
17 119
18 368
19 58
20 2
21 3
22 11
23 47
24 165
25 33
26 2
27 4
28 6
29 22
30 69
31 13
32 1
33 1
34 2
35 14
36 28
37 7
40 2
41 4
42 15
43 4
48 7
49 2
53 4
54 1
60 2
63 1
66 4
69 1
70 1
72 1
74 1
76 1
77 1
