cluster_size count
46507 1
297 1
218 1
191 1
185 1
183 1
174 1
150 1
144 1
141 1
131 1
127 1
110 1
108 1
103 1
100 1
99 1
95 1
93 3
91 2
90 1
88 1
87 1
82 2
81 3
75 2
73 1
72 2
67 2
66 1
65 1
64 1
63 1
62 1
61 1
60 1
59 2
54 5
53 2
52 3
51 4
50 2
49 3
47 4
46 5
44 3
42 6
41 2
40 2
39 1
38 2
37 3
36 11
35 3
34 5
33 4
32 5
31 4
30 9
29 5
28 13
27 6
26 5
25 2
24 18
23 2
22 16
21 4
20 10
19 3
18 29
17 2
16 23
14 10
13 1
12 61
10 33
9 4
8 31
6 197
5 7
4 154
2 93
