# frame percolation_dimension largest_cluster num_molecules
0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 1 12802 9140
54 1 13735 9026
55 1 14747 8925
56 2 15784 8824
57 2 16815 8712
58 3 18265 8609
59 3 18565 8510
60 3 20150 8410
61 3 20504 8323
62 3 20801 8228
63 3 21161 8129
64 3 21808 8041
65 3 22653 7961
66 3 23242 7872
67 3 23630 7780
68 3 24076 7695
69 3 24544 7627
70 3 24784 7559
71 3 25291 7482
72 3 25558 7405
73 3 26202 7319
74 3 26438 7232
75 3 27155 7154
76 3 27940 7089
77 3 28310 7024
78 3 28634 6952
79 3 29594 6881
80 3 29885 6812
81 3 30053 6745
82 3 30366 6671
83 3 30655 6603
84 3 30990 6517
85 3 31748 6440
86 3 32089 6388
87 3 32502 6325
88 3 32832 6247
89 3 33386 6177
90 3 33773 6128
91 3 34051 6063
92 3 34403 5987
93 3 34647 5925
94 3 35008 5855
95 3 35280 5793
96 3 35671 5741
97 3 35952 5698
98 3 36240 5646
99 3 36450 5597
100 3 36536 5561
101 3 36964 5506
102 3 37335 5451
103 3 37658 5405
104 3 38022 5355
105 3 38242 5310
106 3 38352 5277
107 3 38460 5233
108 3 38681 5186
109 3 38911 5142
110 3 39103 5098
111 3 39358 5066
112 3 39579 5037
113 3 39887 5007
114 3 40078 4966
115 3 40226 4928
116 3 40662 4887
117 3 40756 4859
118 3 40968 4824
119 3 41328 4789
120 3 41571 4757
121 3 41655 4735
122 3 41840 4694
123 3 42021 4665
124 3 42240 4625
125 3 42308 4603
126 3 42577 4575
127 3 42704 4549
128 3 42818 4520
129 3 43039 4484
130 3 43184 4459
131 3 43293 4431
132 3 43460 4397
133 3 43596 4361
134 3 43723 4339
135 3 43884 4313
136 3 44018 4284
137 3 44161 4265
138 3 44366 4226
139 3 44540 4192
140 3 44642 4169
141 3 44715 4150
142 3 44805 4129
143 3 44917 4106
144 3 44971 4090
145 3 45243 4064
146 3 45353 4038
147 3 45489 4023
148 3 45628 3998
149 3 45754 3970
150 3 45908 3946
151 3 46058 3924
152 3 46155 3897
153 3 46260 3871
154 3 46371 3847
155 3 46444 3830
156 3 46557 3810
157 3 46689 3790
158 3 46754 3762
159 3 46910 3747
160 3 46997 3731
161 3 47083 3715
162 3 47169 3698
163 3 47268 3682
164 3 47374 3665
165 3 47396 3653
166 3 47488 3635
167 3 47572 3617
168 3 47644 3599
169 3 47727 3586
170 3 47771 3569
171 3 47852 3549
172 3 48100 3524
173 3 48143 3507
174 3 48298 3484
175 3 48419 3467
176 3 48446 3458
177 3 48498 3442
178 3 48608 3422
179 3 48670 3404
180 3 48732 3387
181 3 48784 3374
182 3 48819 3362
183 3 48851 3353
184 3 48992 3336
185 3 49052 3321
186 3 49128 3305
187 3 49197 3288
188 3 49230 3272
189 3 49277 3262
190 3 49330 3249
191 3 49418 3241
192 3 49460 3233
193 3 49507 3222
194 3 49576 3202
195 3 49637 3192
196 3 49700 3179
