dangling_strand count
1 909
2 212
3 1027
4 628
5 10
6 346
7 158
8 29
9 160
10 129
11 9
12 84
13 46
14 6
15 39
16 38
17 3
18 32
19 22
20 1
21 17
22 14
24 13
25 5
26 3
27 13
28 5
29 1
30 8
31 4
32 2
34 2
35 1
36 2
37 4
38 1
39 2
40 1
41 1
44 1
45 4
46 2
53 1
66 1
70 2
80 1
primary_loop_size data
4.0 23
5.0 36
6.0 30
7.0 15
8.0 13
9.0 7
10.0 4
11.0 2
12.0 4
13.0 2
17.0 1
20.0 1
secondary_loop_size data
3.0 54
4.0 47
5.0 32
6.0 24
7.0 27
8.0 14
9.0 14
10.0 4
11.0 2
12.0 4
13.0 5
14.0 2
15.0 1
16.0 2
17.0 1
18.0 2
tertiary_loop_size data
1.0 2
2.0 26
3.0 39
4.0 18
5.0 22
6.0 23
7.0 18
8.0 13
9.0 13
10.0 9
11.0 7
12.0 5
13.0 4
14.0 3
15.0 3
16.0 3
17.0 2
18.0 1
19.0 1
20.0 1
21.0 1
22.0 1
23.0 1
24.0 1
25.0 2
32.0 1
43.0 1
quaternary_loop_size data
2.0 24
3.0 20
4.0 19
5.0 21
6.0 15
7.0 19
8.0 14
9.0 8
10.0 20
11.0 8
12.0 12
13.0 6
14.0 6
15.0 3
16.0 4
17.0 2
18.0 3
19.0 4
20.0 1
21.0 1
22.0 1
23.0 1
24.0 2
26.0 1
28.0 1
