frame conversion largest_molecule average_molecule
0 0.0000000000000000 11.0000000000000000 3.1727548670713839
1 0.0045007326774126 12.0000000000000000 3.1870991483545370
2 0.0082164538413230 15.0000000000000000 3.1990396285156457
3 0.0122985137115344 15.0000000000000000 3.2122609018174111
4 0.0165375758844463 15.0000000000000000 3.2261068539804172
5 0.0207243039564580 15.0000000000000000 3.2398995297135529
6 0.0254867071383714 15.0000000000000000 3.2557327748241232
7 0.0296211011094829 15.0000000000000000 3.2696041419480100
8 0.0335984927778941 22.0000000000000000 3.2830607603162569
9 0.0380468913544065 22.0000000000000000 3.2982427506664491
10 0.0418672807201172 25.0000000000000000 3.3113939261525016
11 0.0457400041867281 25.0000000000000000 3.3248327300647142
12 0.0500837345614402 25.0000000000000000 3.3400363616329680
13 0.0545321331379527 25.0000000000000000 3.3557511347282190
14 0.0581955202009629 25.0000000000000000 3.3688041787063794
15 0.0623299141720745 25.0000000000000000 3.3836579784562146
16 0.0661503035377852 25.0000000000000000 3.3975005604124635
17 0.0703370316097969 25.0000000000000000 3.4128011709074535
18 0.0741050868746075 25.0000000000000000 3.4266900293918154
19 0.0781871467448189 25.0000000000000000 3.4418644260247531
20 0.0828972158258321 25.0000000000000000 3.4595412006391233
21 0.0873456144023446 25.0000000000000000 3.4764034635013474
22 0.0910090014653548 27.0000000000000000 3.4904139558984397
23 0.0947247226292652 27.0000000000000000 3.5047404324199332
24 0.0988591166003768 30.0000000000000000 3.5208200243916603
25 0.1029411764705882 30.0000000000000000 3.5368414911615425
26 0.1071802386435001 30.0000000000000000 3.5536342321219228
27 0.1114193008164120 30.0000000000000000 3.5705871959479358
28 0.1152396901821227 35.0000000000000000 3.5860049686501836
29 0.1187460749424325 35.0000000000000000 3.6002731753667083
30 0.1225664643081432 35.0000000000000000 3.6159489442920196
31 0.1261775172702533 35.0000000000000000 3.6308917769659219
32 0.1295792338287628 35.0000000000000000 3.6450817700817701
33 0.1329809503872723 35.0000000000000000 3.6593831110038026
34 0.1368013397529830 35.0000000000000000 3.6755789984236693
35 0.1402553904123927 35.0000000000000000 3.6903457511565620
36 0.1442851161817040 35.0000000000000000 3.7077242982080607
37 0.1475821645384132 35.0000000000000000 3.7220653241650297
38 0.1513502198032238 35.0000000000000000 3.7385915145535273
39 0.1554322796734352 35.0000000000000000 3.7566612963192463
40 0.1588863303328449 35.0000000000000000 3.7720881035340965
41 0.1620787104877538 35.0000000000000000 3.7864593092249077
42 0.1652187565417626 35.0000000000000000 3.8007021503354022
43 0.1691438141092736 35.0000000000000000 3.8186570924666161
44 0.1728595352731840 35.0000000000000000 3.8358114520721291
45 0.1760519154280930 43.0000000000000000 3.8506732723577235
46 0.1799769729956039 43.0000000000000000 3.8691046014423383
47 0.1833786895541135 43.0000000000000000 3.8852217380158933
48 0.1870420766171237 43.0000000000000000 3.9027294965881292
49 0.1902344567720327 43.0000000000000000 3.9181154268726166
50 0.1946828553485451 43.0000000000000000 3.9397582531842996
51 0.1987649152187566 43.0000000000000000 3.9598301763553234
52 0.2025853045844672 43.0000000000000000 3.9788016013650980
53 0.2065103621519782 51.0000000000000000 3.9984830497295873
54 0.2099120787104878 51.0000000000000000 4.0156984831423461
55 0.2135754657734980 51.0000000000000000 4.0344047381380186
56 0.2168201800293071 51.0000000000000000 4.0511192783160705
57 0.2210069081013188 51.0000000000000000 4.0728921733288548
58 0.2250889679715302 51.0000000000000000 4.0943472681839674
59 0.2285953527318401 51.0000000000000000 4.1129579375848033
60 0.2320494033912497 51.0000000000000000 4.1314569987733405
61 0.2353464517479590 51.0000000000000000 4.1492710971186089
62 0.2386435001046682 51.0000000000000000 4.1672394830904596
63 0.2421498848649780 51.0000000000000000 4.1865202679372970
64 0.2449759263135859 51.0000000000000000 4.2021903375615164
65 0.2484299769729956 51.0000000000000000 4.2215026808718052
66 0.2519886958342056 51.0000000000000000 4.2415867907367240
67 0.2549717395855139 51.0000000000000000 4.2585698229839846
68 0.2579547833368223 51.0000000000000000 4.2756893998166303
69 0.2610948293908311 51.0000000000000000 4.2938593384800621
70 0.2643395436466401 55.0000000000000000 4.3127978942875433
71 0.2680029307096504 55.0000000000000000 4.3343819260742116
72 0.2712476449654595 55.0000000000000000 4.3536804308797130
73 0.2742306887167679 55.0000000000000000 4.3715748485722523
74 0.2772660665689763 55.0000000000000000 4.3899348298334537
75 0.2801967762193845 55.0000000000000000 4.4078086374872765
76 0.2824994766589910 55.0000000000000000 4.4219547775346459
77 0.2861105296211011 55.0000000000000000 4.4443222637636541
78 0.2890935733724095 55.0000000000000000 4.4629711425206127
79 0.2923382876282186 55.0000000000000000 4.4834344031947939
80 0.2952689972786268 55.0000000000000000 4.5020793108569732
81 0.2984090433326356 55.0000000000000000 4.5222288527524990
82 0.3014444211848440 55.0000000000000000 4.5418789331735088
83 0.3039041239271509 55.0000000000000000 4.5579279753402000
84 0.3067824994766590 55.0000000000000000 4.5768533897025518
85 0.3099748796315679 55.0000000000000000 4.5980280621918848
86 0.3125915846765753 55.0000000000000000 4.6155310239817284
87 0.3154699602260833 55.0000000000000000 4.6349388379204894
88 0.3181913334728909 55.0000000000000000 4.6534387473134791
89 0.3205987021142977 55.0000000000000000 4.6699275920505317
90 0.3235294117647059 55.0000000000000000 4.6901593687142196
91 0.3267217919196148 55.0000000000000000 4.7123979790128256
92 0.3293384969646221 55.0000000000000000 4.7307842372220055
93 0.3320598702114297 55.0000000000000000 4.7500587636135707
94 0.3349905798618380 55.0000000000000000 4.7709923664122140
95 0.3377642872095458 55.0000000000000000 4.7909751857120275
96 0.3417416788779569 55.0000000000000000 4.8199236762601370
97 0.3444630521247645 55.0000000000000000 4.8399329394858697
98 0.3474460958760728 55.0000000000000000 4.8620579036009302
99 0.3506384760309818 55.0000000000000000 4.8859606705351384
100 0.3529935105714884 55.0000000000000000 4.9037450457008820
101 0.3555055474146954 55.0000000000000000 4.9228583028826636
102 0.3584362570651036 55.0000000000000000 4.9453462762052371
103 0.3614193008164120 55.0000000000000000 4.9684477954433701
104 0.3638266694578187 55.0000000000000000 4.9872490950970718
105 0.3667050450073268 55.0000000000000000 5.0099165358234856
106 0.3692170818505338 55.0000000000000000 5.0298680826350290
