dangling_strand data
1 58
5 28
7 29
11 27
13 18
17 20
19 29
23 26
24 1
25 15
28 1
29 19
31 16
34 1
35 14
37 14
41 8
43 20
44 1
47 7
49 2
52 1
53 7
55 4
59 7
61 7
62 1
64 2
65 10
67 4
68 1
71 5
73 4
77 5
79 3
80 1
82 1
83 4
84 1
85 3
88 1
89 7
91 4
95 5
97 1
98 2
100 1
101 1
103 2
107 2
108 1
109 2
111 1
113 1
115 2
119 1
121 3
127 1
128 1
131 1
138 1
139 1
140 1
142 1
143 1
155 1
161 2
162 1
163 1
166 1
167 1
176 1
179 1
181 1
187 1
193 1
199 1
204 1
206 1
216 1
237 1
288 1
294 1
301 1
482 1
625 1
primary_loop_size data
6.0 58
12.0 18
13.0 1
18.0 11
19.0 3
24.0 6
30.0 4
31.0 1
36.0 1
48.0 1
54.0 4
60.0 1
61.0 1
73.0 1
90.0 1
secondary_loop_size data
12.0 6
18.0 1
30.0 1
36.0 1
42.0 1
48.0 1
49.0 1
54.0 1
60.0 3
84.0 1
tertiary_loop_size data
36.0 1
54.0 2
60.0 1
90.0 1
120.0 1
144.0 1
145.0 1
192.0 1
307.0 1
333.0 1
quaternary_loop_size data
49.0 1
54.0 1
97.0 2
108.0 1
126.0 1
134.0 1
138.0 1
259.0 1
260.0 1
282.0 1
