dangling_strand count
1 886
2 262
3 996
4 706
5 13
6 355
7 175
8 35
9 167
10 123
11 14
12 86
13 56
14 11
15 38
16 36
17 11
18 29
19 23
20 10
21 15
22 12
23 3
24 8
25 12
26 2
27 7
28 4
29 1
30 6
31 4
32 1
33 2
34 5
36 1
37 2
39 1
40 2
42 2
43 2
45 1
47 1
51 2
52 2
55 1
61 1
63 1
65 1
primary_loop_size data
4.0 27
5.0 28
6.0 28
7.0 21
8.0 13
9.0 2
10.0 2
11.0 1
13.0 1
15.0 1
16.0 1
secondary_loop_size data
3.0 62
4.0 49
5.0 31
6.0 22
7.0 22
8.0 11
9.0 9
10.0 9
11.0 5
12.0 7
13.0 3
14.0 3
15.0 4
16.0 3
23.0 1
tertiary_loop_size data
2.0 33
3.0 40
4.0 31
5.0 22
6.0 30
7.0 21
8.0 16
9.0 15
10.0 9
11.0 9
12.0 12
13.0 10
14.0 2
15.0 3
16.0 2
18.0 5
19.0 1
21.0 1
22.0 1
23.0 1
27.0 1
42.0 1
quaternary_loop_size data
2.0 18
3.0 9
4.0 14
5.0 15
6.0 17
7.0 14
8.0 10
9.0 12
10.0 10
11.0 13
12.0 7
13.0 5
14.0 7
15.0 6
16.0 12
17.0 5
18.0 2
19.0 5
20.0 1
22.0 4
23.0 3
24.0 2
25.0 1
26.0 2
30.0 1
33.0 1
