dangling_strand count
1 2544
2 402
3 611
4 420
5 60
6 407
7 258
8 32
9 102
10 89
11 23
12 53
13 54
14 13
15 51
16 20
17 6
18 13
19 19
20 2
21 11
22 7
23 5
24 4
25 9
27 5
28 8
29 1
30 2
31 5
32 2
33 4
34 2
35 1
36 1
37 2
38 1
39 1
43 1
45 1
50 1
54 1
primary_loop_size data
4.0 17
5.0 20
6.0 65
7.0 6
8.0 17
9.0 3
10.0 2
13.0 3
14.0 5
22.0 1
secondary_loop_size data
3.0 69
4.0 38
5.0 52
6.0 14
7.0 25
8.0 12
9.0 7
10.0 5
11.0 6
12.0 3
13.0 1
14.0 2
15.0 2
17.0 1
tertiary_loop_size data
1.0 2
2.0 42
3.0 50
4.0 34
5.0 25
6.0 27
7.0 28
8.0 27
9.0 16
10.0 12
11.0 8
12.0 3
13.0 2
14.0 6
15.0 4
16.0 2
17.0 1
18.0 2
19.0 1
20.0 1
21.0 1
24.0 1
29.0 1
quaternary_loop_size data
2.0 18
3.0 23
4.0 17
5.0 21
6.0 14
7.0 21
8.0 19
9.0 14
10.0 20
11.0 20
12.0 12
13.0 6
14.0 2
15.0 11
16.0 10
17.0 8
18.0 2
19.0 4
20.0 3
21.0 7
22.0 4
23.0 3
24.0 2
25.0 1
26.0 3
27.0 1
31.0 1
