strand_size count
1 92
5 52
6 189
7 45
11 44
12 128
13 40
17 33
18 95
19 44
23 28
24 81
25 20
29 26
30 69
31 13
35 21
36 46
37 14
41 16
42 35
43 7
47 15
48 33
49 12
53 7
54 24
55 11
59 15
60 28
61 2
65 5
66 23
67 9
71 4
72 16
73 4
77 3
78 20
79 4
83 5
84 13
85 2
89 3
90 3
91 5
95 3
96 8
97 3
101 1
102 5
103 1
107 6
108 12
109 1
113 4
114 5
115 2
120 5
125 2
126 7
127 1
131 1
132 1
133 2
137 5
138 5
144 1
149 1
155 3
161 1
162 2
167 1
168 4
169 2
180 1
186 1
192 1
216 2
222 1
252 1
257 1
