largest average
11 3.7664081145584727
15 3.7985918883138767
15 3.8197385937310906
18 3.83621999392282
18 3.8521388905839995
21 3.8734122844695342
23 3.8894023413431915
27 3.9043171697179613
27 3.92568407960199
27 3.9462990747686923
27 3.960908577524001
27 3.9798877750457096
27 3.9950003164356684
27 4.015840702334754
27 4.031742990355752
27 4.051928878618654
30 4.071529927760578
30 4.087877217976946
37 4.103289131565263
37 4.121237840308154
37 4.140430276793913
37 4.161447689366471
49 4.178526510888992
49 4.197699162122623
49 4.215640443435288
49 4.2365771812080535
49 4.252273492758505
49 4.272419627749577
49 4.292757565453927
49 4.314174412247129
49 4.331640705414122
53 4.35254774874164
53 4.373960643015521
67 4.396809918506651
67 4.414644380725925
67 4.436986012511422
67 4.4592398982763495
67 4.478538488825825
67 4.501533195464594
67 4.52282009027728
67 4.544309264991721
67 4.5603958965467415
67 4.5805819606704885
67 4.603296142346679
67 4.627593284949784
67 4.646669120353331
67 4.67384865985488
110 4.69156447417317
129 4.7139870061981926
129 4.735203660640612
129 4.7548207291352815
129 4.775323398139042
129 4.794182425761373
129 4.8135580295867015
129 4.83642353662274
129 4.858759236453202
129 4.884323738780563
129 4.9093949292269405
129 4.931640625
129 4.954088840056506
129 4.977527203911055
129 4.996438182681652
129 5.017486686272951
129 5.042738456622463
129 5.063773463821595
129 5.085804060586529
129 5.104722626556688
129 5.1291947672056555
129 5.152640600767285
129 5.175452980241043
129 5.2031816683151995
129 5.2251469249234335
129 5.249480249480249
129 5.269198664440735
129 5.291726045770811
129 5.319373051318784
129 5.338266384778013
129 5.359113676882588
129 5.378749147920927
129 5.403149875888042
129 5.424041931603369
129 5.443687478440841
129 5.465367965367966
129 5.486268034069181
129 5.513100436681222
129 5.536795017980879
129 5.563144443465233
150 5.596187943262412
150 5.6201032763532766
150 5.646748367474729
150 5.672117890196783
150 5.7054410701373826
150 5.73394495412844
150 5.76010584907382
150 5.7859761686526126
150 5.807802005704296
150 5.830870127470903
159 5.857925018559762
159 5.888526119402985
159 5.9094738812956376
159 5.935590032910202
159 5.955188679245283
159 5.983412322274882
159 6.014768937589328
159 6.04066985645933
159 6.0609697551608255
159 6.096088845968131
159 6.125072773141859
159 6.14833933963183
159 6.171179978492521
159 6.200884086444008
159 6.225959167570767
161 6.254954419342053
225 6.290483308420528
225 6.308714771137318
225 6.3365790002007625
225 6.36469046178665
231 6.396291417570169
231 6.426898798615353
231 6.457139934533552
231 6.488333847260766
235 6.519157285965093
235 6.538740418479387
235 6.564579866888519
235 6.601652373980339
235 6.6272965879265096
239 6.656648739850258
239 6.69051404345522
239 6.723293215464905
239 6.74917138885919
239 6.783987103707684
239 6.815482617145325
239 6.845044458902624
240 6.875612678357477
249 6.8996611651546615
249 6.925397696105321
249 6.949031263760458
256 6.979765590446705
256 7.0107729897823186
256 7.0436286543182325
262 7.080762759394279
262 7.114279274202637
262 7.144069714803078
262 7.174110694397091
262 7.20769582096369
262 7.242427719137219
262 7.267441860465116
268 7.296844295457173
268 7.33244279242653
268 7.3615160349854225
268 7.387361029842013
268 7.416000939849624
268 7.449256549445362
268 7.485473734139689
268 7.512198024515055
275 7.545421945971791
275 7.578031212484994
275 7.610006027727547
275 7.6413267158939595
275 7.676638696339536
275 7.710394527910101
275 7.744448533922218
275 7.775930032027593
275 7.804772502472799
280 7.836747361887027
280 7.874875249500998
314 7.9094098483899264
314 7.935260842237587
314 7.968316081797526
314 7.993541851335951
318 8.039353031074885
318 8.062971005236939
598 8.095024365221851
598 8.123150173722816
602 8.156738596717922
602 8.185295643153527
602 8.2204714155489
602 8.262434554973822
602 8.285208032550203
602 8.31796020556068
602 8.356499867619805
602 8.388704318936878
602 8.438043042374014
602 8.472017178902162
602 8.516594711279007
621 8.558161605206074
621 8.597793516752928
621 8.631888417885957
621 8.66149835345774
621 8.699696802646086
631 8.735815112095212
631 8.76736111111111
631 8.797909407665506
631 8.829906280598685
631 8.860892756878158
631 8.903385049365303
631 8.933625813756015
635 8.964072706617438
635 8.994727842690224
635 9.024303073624017
635 9.057971014492754
635 9.091891113351577
635 9.124747036715814
648 9.161828737300436
648 9.196532634032634
