largest average
22 3.827149266399903
35 3.8796017454366662
43 3.9273937659428855
47 3.9753762831412556
77 4.027884124553344
77 4.078632809976093
102 4.122852850891516
114 4.174657760730111
133 4.228064300066979
141 4.277630954801111
175 4.33045208204706
179 4.38337615443372
196 4.440106914257579
209 4.4925628069176575
278 4.544309264991721
290 4.606319322825453
304 4.654206296542063
308 4.724925149700598
325 4.782559284794303
325 4.846821253071253
333 4.906723668869025
366 4.964218307643913
428 5.022676639083387
490 5.085394344638686
676 5.148018267819279
835 5.2225531562836105
847 5.297943768359211
849 5.36321155480034
901 5.436186703410265
909 5.503007584343126
909 5.570016765198976
1105 5.6457383060549144
1255 5.720953416711981
1297 5.787567617126616
1614 5.865545437650995
1648 5.94845457972107
1710 6.020505484024797
2926 6.101391842257877
4566 6.180242803994517
4635 6.255574274105639
4666 6.339124322153043
4746 6.416446432201667
4771 6.499691103789127
8656 6.590624347462936
9142 6.673538429009409
9613 6.765809217577706
9715 6.842076739648818
10280 6.936813186813187
11867 7.028727313216791
12205 7.128740824392998
12755 7.224193179217212
13192 7.334146624840247
13715 7.441353294824944
14449 7.553547923896135
14611 7.649660688317984
16317 7.748250889898122
16895 7.853321721821349
17569 7.944248678580418
19383 8.057824865968854
19843 8.151472107438016
20379 8.243013841734134
20536 8.309201000394893
20886 8.404340300892025
22012 8.500538647993537
22572 8.593111897631363
23319 8.679362023924103
23716 8.781997774067891
24285 8.887089961987892
24857 8.997291904218928
25359 9.118156868409649
25808 9.22475522431682
26108 9.314593477940091
26676 9.407600596125187
26868 9.495336943441636
27183 9.606604778572516
27772 9.744519913553566
28107 9.850967540574283
28371 9.967629875256593
28557 10.053352444656792
28796 10.14545162327226
29139 10.240914990266061
29344 10.33988533988534
29693 10.428713034858747
30097 10.533121975638245
30493 10.618166526492852
30707 10.733718755313722
30940 10.831331503088538
31480 10.923170098632982
32215 11.02812718378756
32552 11.127269522298608
32714 11.226213764894185
32856 11.324901327592393
33136 11.423271806007962
33603 11.550777676120768
33859 11.650978220745662
34084 11.766076421248835
34279 11.874529721595184
34585 11.95322855519788
34831 12.035271687321258
35281 12.118448838548666
35667 12.233527131782946
36374 12.309867394695788
36691 12.426181102362206
36837 12.502475737769855
37093 12.625
37225 12.706320450885668
37520 12.827677301361511
37733 12.93280065560336
38180 13.045050630295515
38697 13.172996661101836
38833 13.278291964661339
38983 13.379610004239085
39233 13.473852721451442
39380 13.554863646124113
39526 13.63096523429065
39780 13.755720200479407
40018 13.861440491875275
40173 13.934878587196469
40294 14.043381535038932
40377 14.12192393736018
40561 14.207742516317804
40950 14.317305511453844
41087 14.41539164192738
41310 14.548283014519475
41627 14.666589219330856
41793 14.818075117370892
41996 14.923167848699764
42167 15.011890606420927
42349 15.123382846190704
42484 15.247584541062801
42699 15.362618642005355
42787 15.43398533007335
42882 15.525086079685193
43227 15.69492789656887
43555 15.812875751503006
43797 15.920554854981084
43898 16.021573604060915
44164 16.156897875607882
44341 16.28611971104231
44428 16.374837872892346
44549 16.490334378265413
44676 16.59001314060447
