dangling_strand count
1 2519
2 364
3 590
4 446
5 62
6 408
7 234
8 25
9 99
10 102
11 19
12 59
13 45
14 12
15 35
16 36
17 8
18 18
19 12
20 4
21 5
22 8
23 4
24 3
25 8
27 6
28 4
29 3
31 2
32 1
33 2
34 4
35 2
37 2
41 1
43 1
46 1
52 1
55 1
62 1
71 1
primary_loop_size data
4.0 25
5.0 14
6.0 60
7.0 4
8.0 12
9.0 2
10.0 1
11.0 3
12.0 1
13.0 1
14.0 1
15.0 1
17.0 2
secondary_loop_size data
3.0 63
4.0 39
5.0 56
6.0 13
7.0 29
8.0 24
9.0 9
10.0 13
11.0 5
12.0 4
13.0 3
14.0 1
15.0 1
16.0 3
17.0 3
25.0 1
tertiary_loop_size data
2.0 32
3.0 40
4.0 32
5.0 23
6.0 30
7.0 22
8.0 24
9.0 15
10.0 11
11.0 17
12.0 8
13.0 7
14.0 4
15.0 1
16.0 4
18.0 1
19.0 2
21.0 4
23.0 3
26.0 1
29.0 1
30.0 1
quaternary_loop_size data
2.0 27
3.0 22
4.0 22
5.0 20
6.0 21
7.0 16
8.0 27
9.0 17
10.0 12
11.0 11
12.0 11
13.0 11
14.0 8
15.0 7
16.0 9
17.0 9
18.0 5
19.0 6
20.0 3
21.0 6
22.0 1
23.0 1
24.0 2
26.0 1
28.0 1
29.0 1
32.0 1
33.0 2
