strand_size count
1 663
2 99
4 197
5 459
6 1355
7 228
8 21
9 5
10 40
11 229
12 626
13 124
14 7
15 1
16 23
17 139
18 332
19 65
20 5
21 3
22 11
23 70
24 189
25 41
27 2
28 3
29 34
30 99
31 23
32 3
33 4
34 3
35 23
36 60
37 16
38 2
39 1
40 1
41 19
42 20
43 9
44 1
45 1
47 6
48 16
49 5
51 1
53 2
54 10
55 5
56 1
57 1
59 1
60 7
61 3
65 4
66 1
68 1
71 1
72 4
75 1
76 2
78 2
83 1
84 5
94 1
95 1
96 1
97 1
108 1
117 1
162 1
179 1
