dangling_strand count
1 371
5 285
7 160
10 2
11 156
13 91
14 2
16 5
17 106
18 2
19 48
20 2
22 7
23 54
24 2
25 37
26 8
28 5
29 30
30 4
31 13
32 2
34 1
35 15
36 3
37 11
38 4
40 4
41 12
42 3
43 8
44 4
46 1
47 7
48 3
49 4
50 2
53 2
55 3
56 2
59 1
60 1
62 1
64 2
65 3
66 3
70 1
71 1
73 1
78 2
79 1
82 1
87 2
91 1
95 2
111 1
113 1
131 1
165 1
173 1
195 1
primary_loop_size data
6.0 186
12.0 32
13.0 2
18.0 15
19.0 3
20.0 1
24.0 7
25.0 2
30.0 2
38.0 1
43.0 1
secondary_loop_size data
12.0 33
18.0 11
24.0 9
25.0 2
30.0 5
31.0 1
36.0 1
37.0 1
38.0 1
42.0 1
43.0 1
48.0 1
55.0 1
60.0 1
tertiary_loop_size data
18.0 6
19.0 1
24.0 3
30.0 7
31.0 1
36.0 4
37.0 1
42.0 4
43.0 2
48.0 1
54.0 3
60.0 1
79.0 1
85.0 1
quaternary_loop_size data
24.0 2
30.0 3
31.0 1
36.0 5
37.0 2
42.0 3
43.0 3
48.0 4
54.0 1
55.0 2
60.0 2
66.0 1
67.0 3
68.0 1
72.0 1
73.0 1
78.0 3
79.0 1
85.0 2
86.0 2
103.0 1
108.0 1
109.0 1
110.0 1
