dangling_strand count
1 1446
2 304
3 918
4 616
5 25
6 353
7 208
8 39
9 140
10 93
11 10
12 72
13 70
14 18
15 34
16 39
17 5
18 28
19 17
20 3
21 20
22 18
23 3
24 9
25 10
27 6
28 3
29 2
30 6
31 3
33 5
34 4
35 2
36 2
37 2
38 2
40 4
43 1
46 1
51 1
57 1
62 1
primary_loop_size data
4.0 22
5.0 30
6.0 28
7.0 14
8.0 9
9.0 4
10.0 2
11.0 1
12.0 4
17.0 1
18.0 1
secondary_loop_size data
3.0 50
4.0 47
5.0 29
6.0 14
7.0 19
8.0 11
9.0 6
10.0 5
11.0 7
12.0 3
13.0 5
14.0 5
15.0 3
17.0 1
18.0 2
19.0 2
20.0 1
tertiary_loop_size data
1.0 1
2.0 46
3.0 43
4.0 22
5.0 33
6.0 20
7.0 18
8.0 13
9.0 12
10.0 12
11.0 9
12.0 8
13.0 8
14.0 3
15.0 3
16.0 6
17.0 3
18.0 5
19.0 1
21.0 1
23.0 1
27.0 1
31.0 1
quaternary_loop_size data
2.0 21
3.0 15
4.0 12
5.0 19
6.0 13
7.0 18
8.0 23
9.0 15
10.0 14
11.0 7
12.0 9
13.0 8
14.0 8
15.0 8
16.0 2
17.0 7
18.0 5
19.0 2
20.0 3
21.0 2
22.0 4
23.0 3
24.0 1
25.0 1
26.0 1
34.0 1
36.0 1
