dangling_strand count
1 4083
2 502
4 187
5 103
6 493
7 231
8 11
9 107
10 148
11 24
13 22
14 12
15 40
16 27
17 5
18 19
19 11
20 6
22 4
23 4
24 4
25 6
27 4
28 2
29 2
31 2
32 2
33 1
34 1
36 1
37 2
38 1
41 2
46 1
primary_loop_size data
4.0 17
5.0 3
6.0 95
8.0 6
9.0 6
10.0 2
11.0 1
13.0 2
15.0 3
secondary_loop_size data
3.0 68
4.0 39
5.0 69
6.0 2
7.0 34
8.0 27
9.0 12
10.0 8
11.0 5
12.0 9
14.0 5
16.0 1
tertiary_loop_size data
2.0 64
3.0 43
4.0 44
5.0 22
6.0 40
7.0 45
8.0 18
9.0 20
10.0 13
11.0 12
12.0 8
13.0 13
14.0 5
15.0 1
16.0 3
17.0 2
18.0 2
20.0 3
24.0 1
26.0 1
quaternary_loop_size data
2.0 16
3.0 20
4.0 30
5.0 43
6.0 23
7.0 26
8.0 36
9.0 21
10.0 23
11.0 16
12.0 17
13.0 12
14.0 7
15.0 7
16.0 3
17.0 5
19.0 9
20.0 6
23.0 1
28.0 1
32.0 1
40.0 1
