dangling_strand count
1 386
5 282
7 168
10 6
11 148
13 74
14 2
16 6
17 98
18 2
19 33
20 5
22 2
23 63
24 2
25 29
26 4
27 1
28 5
29 28
30 2
31 15
32 2
33 1
35 16
36 1
37 7
38 3
40 6
41 12
42 2
43 7
44 5
46 2
47 3
48 2
49 6
50 3
52 1
53 9
54 6
55 1
58 2
59 1
60 2
61 2
62 1
64 3
65 3
66 2
67 1
70 1
71 2
72 1
74 2
75 2
79 1
81 1
83 1
86 1
87 2
88 1
90 1
95 1
96 1
99 2
100 1
102 1
107 2
118 1
129 1
131 1
141 1
194 1
primary_loop_size data
6.0 205
12.0 32
13.0 6
18.0 13
19.0 1
24.0 3
25.0 2
30.0 1
36.0 1
secondary_loop_size data
12.0 17
18.0 15
19.0 1
24.0 7
30.0 5
31.0 2
32.0 1
36.0 2
37.0 2
42.0 2
48.0 3
49.0 1
50.0 1
56.0 2
60.0 1
67.0 1
tertiary_loop_size data
18.0 3
24.0 5
30.0 6
36.0 4
37.0 2
42.0 2
43.0 1
45.0 1
48.0 3
49.0 1
54.0 3
55.0 2
61.0 1
67.0 1
68.0 2
quaternary_loop_size data
30.0 3
36.0 4
42.0 4
49.0 1
54.0 2
60.0 3
66.0 1
67.0 1
68.0 1
69.0 1
72.0 1
74.0 1
79.0 2
80.0 1
84.0 2
88.0 1
91.0 2
98.0 1
103.0 1
109.0 1
134.0 1
