frame thiol_conversion ene_conversion
0 0.004775309138433714 0.0026320407088963327
1 0.008394490801246657 0.010152157020028585
2 0.012214738111993584 0.013761812849372057
3 0.016336583894641654 0.017572005113679068
4 0.020760028149190757 0.022184343117840233
5 0.02468080828390473 0.026195071817110782
6 0.02840052277068461 0.029955129972676908
7 0.03217050366944807 0.033715188128243034
8 0.03639288227606319 0.037625648610031814
9 0.0400623303508596 0.041536109091820594
10 0.04368151201367243 0.04529616724738672
11 0.047552025736402936 0.049256761837916385
12 0.05122147381119935 0.05231494247111024
13 0.054237458530210114 0.05582433008297194
14 0.058359304312858185 0.05993532699972426
15 0.06298381421534127 0.06444739678640365
16 0.06705539358600587 0.06810718672448801
17 0.0706745752488187 0.07201764720627679
18 0.07429375691163165 0.0755270348181385
19 0.0777118729265105 0.07948762940866816
20 0.0804765255856037 0.08229513949815759
21 0.08354277671659793 0.08515278369638779
22 0.08701115914346036 0.08831123254706341
23 0.09037900874635574 0.09182062015892511
24 0.09424952246908613 0.09558067831449124
25 0.09731577360008048 0.09858872483894421
26 0.10088468885090984 0.10219838066828768
27 0.10470493616165677 0.10620910936755823
28 0.10812305217653562 0.10911688767452932
29 0.11164170101538151 0.11287694583009555
30 0.11511008344224394 0.1162359311157346
31 0.11852819945712278 0.12004612338004161
32 0.12174524982406754 0.12300403579575359
33 0.12521363225092996 0.12636302108139275
34 0.12822961696994073 0.1290201288446594
35 0.13134613451291843 0.13247938234778034
36 0.13486478335176433 0.1358383676334194
37 0.13873529707449483 0.14020003509387613
38 0.14310847491706047 0.14461183666307376
39 0.1461747260480547 0.1476700172962675
40 0.1496933748869006 0.15107913669064743
41 0.15341308937368048 0.15448825608502748
42 0.15733386950839445 0.15809791191437095
43 0.1607519855232733 0.16215877472238238
44 0.16417010153815226 0.16491615070313093
45 0.167387151905097 0.16857594064121528
46 0.17100633356790995 0.17188479181811345
47 0.17392178546295367 0.17534404532123427
48 0.17673670453403034 0.17770034843205573
49 0.17970242284105764 0.18120973604391744
50 0.18322107167990354 0.18431805078585217
51 0.1856841258670956 0.1870754267666006
52 0.18839851211420533 0.1896322663123856
53 0.19166582889313366 0.1925400446193568
54 0.1941791494923092 0.19529742060010524
55 0.19679300291545188 0.1980046624721129
56 0.1997084548104956 0.20111297721404753
57 0.20287523876545688 0.2037700849773143
58 0.2059917563084347 0.2069786679367308
59 0.20920880667537955 0.21043792143985163
60 0.21182266009852213 0.21329556563808183
61 0.2148386448175329 0.21585240518386684
62 0.2179551623605107 0.21871004938209715
63 0.22102141349150495 0.2220690346677362
64 0.22448979591836737 0.22547815406211613
65 0.22790791193324622 0.22873687113027352
66 0.23067256459233942 0.2313438447847993
67 0.23388961495928418 0.23465269596169758
68 0.23630240273449277 0.23730980372496424
69 0.2390167889816025 0.23991677737949013
70 0.2417814416406957 0.24277442157772045
71 0.2450990248316075 0.24593287042839596
72 0.24846687443450288 0.24954252625773943
73 0.2508796622097115 0.25204923169478355
74 0.2536443148688047 0.2551074123279773
75 0.25666029958781544 0.2572631790038352
76 0.25922388659897455 0.26012082320206553
77 0.2619382728460843 0.2624269922041461
