strand_size count
1 690
2 102
4 244
5 437
6 1341
7 265
8 21
9 12
10 54
11 234
12 589
13 117
14 14
15 7
16 28
17 128
18 342
19 62
20 10
21 5
22 10
23 72
24 161
25 39
26 3
27 5
28 5
29 40
30 75
31 25
33 2
34 2
35 25
36 54
37 13
39 5
40 2
41 15
42 39
43 9
45 1
46 2
47 7
48 13
49 5
50 1
51 3
52 1
53 10
54 10
55 3
57 1
58 2
59 3
60 9
61 1
64 3
65 2
66 7
72 2
79 2
81 1
82 1
85 1
87 1
88 1
95 1
111 1
160 1
193 1
227 1
