strand_size count
1 644
2 115
4 196
5 493
6 1335
7 226
8 27
9 3
10 51
11 229
12 575
13 128
14 8
15 1
16 20
17 126
18 360
19 80
20 7
21 7
22 9
23 75
24 186
25 43
26 3
27 2
28 3
29 38
30 95
31 32
32 2
34 2
35 27
36 43
37 12
38 1
40 2
41 11
42 30
43 5
44 1
45 1
46 1
47 8
48 17
49 5
50 1
52 2
53 2
54 12
55 2
59 3
60 5
61 1
63 1
64 1
65 4
66 3
67 1
68 1
69 1
70 1
71 3
72 5
73 3
90 1
105 1
106 1
117 1
119 1
124 1
132 1
140 1
278 1
