cluster_size count
51821 1
278 1
140 1
132 1
124 1
119 1
117 1
106 1
105 1
73 1
72 2
71 1
70 1
69 1
68 1
65 2
64 1
63 1
60 1
55 1
54 4
53 1
52 2
50 1
48 3
47 1
46 1
45 1
44 1
42 5
41 1
40 2
38 1
37 4
36 5
35 4
34 2
32 2
31 5
30 12
29 3
28 3
27 2
26 3
25 10
24 8
23 1
22 9
21 7
20 7
19 5
18 26
17 1
16 20
15 1
14 8
13 10
12 35
11 5
10 51
9 3
8 27
6 186
5 13
4 196
2 115
