dangle_size count
2 115
4 196
5 493
6 186
7 226
8 27
9 3
10 51
11 229
12 35
13 128
14 8
15 1
16 20
17 126
18 26
19 80
20 7
21 7
22 9
23 75
24 8
25 43
26 3
27 2
28 3
29 38
30 12
31 32
32 2
34 2
35 27
36 5
37 12
38 1
40 2
41 11
42 5
43 5
44 1
45 1
46 1
47 8
48 3
49 5
50 1
52 2
53 2
54 4
55 2
59 3
60 1
61 1
63 1
64 1
65 4
67 1
68 1
69 1
70 1
71 3
72 2
73 3
105 1
106 1
117 1
119 1
124 1
132 1
140 1
278 1
