frame thiol_conv ene_conv
0 0.0008111533586819 0.0046650778358095
1 0.0059822560202788 0.0163277724253335
2 0.0100887198986058 0.0272298564981491
3 0.0144486692015209 0.0373713300542569
4 0.0183016476552598 0.0482227067592921
5 0.0220532319391635 0.0577049845342529
6 0.0250950570342205 0.0667308959991887
7 0.0289480354879594 0.0764160032452715
8 0.0330544993662865 0.0870645504791846
9 0.0368567807351078 0.0966989503574870
10 0.0412167300380228 0.1062826428680087
11 0.0451711026615970 0.1171847269408245
12 0.0485678073510774 0.1263120531413214
13 0.0524207858048162 0.1356422088129405
14 0.0567300380228137 0.1440596318645099
15 0.0600760456273765 0.1521728107093960
16 0.0644866920152092 0.1602859895542822
17 0.0689480354879595 0.1694133157547791
18 0.0728010139416984 0.1787941787941788
19 0.0766032953105197 0.1870087723746260
20 0.0801013941698352 0.1956290248973176
21 0.0836501901140685 0.2035393742710816
22 0.0875538656527249 0.2120582120582121
23 0.0911533586818758 0.2201206835353177
24 0.0948035487959442 0.2282338623802038
25 0.0984537389100126 0.2367527001673343
26 0.1020532319391635 0.2443080979666346
27 0.1057541191381496 0.2541960346838396
28 0.1092015209125475 0.2617514324831398
29 0.1130544993662864 0.2701688555347092
30 0.1168567807351077 0.2778256680695705
31 0.1199493029150824 0.2850768216621875
32 0.1232446134347275 0.2938491962882207
33 0.1260836501901140 0.3004411540996906
34 0.1292775665399239 0.3077430150600883
35 0.1329277566539924 0.3153998275949496
36 0.1362737642585551 0.3224988590842249
37 0.1402788339670469 0.3307134526646722
38 0.1440811153358682 0.3379646062572892
39 0.1475285171102662 0.3459763703666142
40 0.1509759188846641 0.3521119618680594
41 0.1544233206590621 0.3594645301962375
42 0.1581749049429658 0.3672734648344405
43 0.1616730038022813 0.3739161300136910
44 0.1648162230671736 0.3812686983418691
45 0.1684157160963244 0.3882663150955834
46 0.1714068441064639 0.3951625171137366
47 0.1749556400506971 0.4019573043963288
48 0.1776932826362484 0.4081436032655544
49 0.1807858048162231 0.4145327316059023
50 0.1833206590621039 0.4206683231073475
51 0.1860583016476552 0.4269053293443538
52 0.1892015209125475 0.4335987018913848
53 0.1923954372623574 0.4403427818061965
54 0.1953358681875792 0.4462755438365195
55 0.1983269961977187 0.4528675016479895
56 0.2009632446134347 0.4585974342071903
57 0.2039036755386565 0.4645301962375133
58 0.2070468948035488 0.4700572993255920
59 0.2096324461343473 0.4752801582069874
60 0.2121673003802281 0.4813143349728716
61 0.2146007604562737 0.4864864864864865
62 0.2175918884664132 0.4920642969423458
63 0.2202281368821293 0.4975914000304245
64 0.2225095057034221 0.5027635515440394
65 0.2247401774397972 0.5077328735865321
66 0.2277313054499366 0.5138177577201968
67 0.2304689480354880 0.5196491050149588
68 0.2328010139416984 0.5256325744130622
69 0.2361470215462611 0.5310075553977993
70 0.2383269961977186 0.5347599006135592
71 0.2404562737642586 0.5388164900360022
72 0.2428390367553865 0.5435322752395924
73 0.2453738910012674 0.5487551341209878
74 0.2478580481622307 0.5535216266923584
75 0.2496324461343473 0.5576796308503625
76 0.2520152091254753 0.5616855129050251
77 0.2535361216730038 0.5655392728563460
78 0.2561216730038023 0.5693930328076670
79 0.2583016476552599 0.5732467927589879
80 0.2603295310519645 0.5771005527103088
81 0.2626108998732573 0.5806500684549465
82 0.2644866920152091 0.5840474620962426
83 0.2667173637515843 0.5882561736220273
84 0.2691508238276299 0.5918056893666650
85 0.2709252217997465 0.5956087419502054
86 0.2731051964512040 0.6000202829471122
87 0.2751330798479087 0.6034683839561888
88 0.2765019011406844 0.6070178997008265
89 0.2782762991128011 0.6097560975609756
90 0.2799493029150824 0.6133056133056133
91 0.2818757921419518 0.6167030069469094
92 0.2835994930291508 0.6201004005882055
93 0.2852724968314322 0.6233963794939404
94 0.2870975918884664 0.6265909436641144
95 0.2892268694550063 0.6299376299376299
96 0.2907984790874525 0.6329800720044623
97 0.2922179974651458 0.6362253435424168
98 0.2943979721166033 0.6387607119314436
99 0.2963244613434728 0.6418031539982760
100 0.2981495564005070 0.6445920592262055
101 0.3001267427122940 0.6479894528675016
102 0.3020532319391634 0.6519446275543836
103 0.3035234474017744 0.6548856548856549
104 0.3056020278833967 0.6582323411591704
105 0.3078326996197719 0.6617311495360276
106 0.3092015209125475 0.6650271284417626
107 0.3112294043092522 0.6685766441864003
108 0.3133079847908745 0.6709091831043050
109 0.3146768060836502 0.6739009178033568
110 0.3164512040557668 0.6766391156635059
111 0.3183269961977186 0.6793266061558745
112 0.3201520912547529 0.6816591450737792
113 0.3220278833967047 0.6846001724050504
114 0.3235994930291508 0.6878454439430048
115 0.3250190114068441 0.6903808123320319
116 0.3264385297845374 0.6931697175599615
117 0.3278073510773131 0.6950965975356219
118 0.3296831432192648 0.6980883322346737
119 0.3311533586818758 0.7006744079914812
120 0.3325221799746515 0.7031083616449469
121 0.3340430925221800 0.7052380710917296
122 0.3355133079847908 0.7075199026418539
123 0.3363751584283904 0.7102073931342223
124 0.3382002534854246 0.7132498352010548
125 0.3394676806083651 0.7160387404289843
126 0.3407351077313054 0.7178134983013031
127 0.3423574144486692 0.7202474519547690
128 0.3435234474017744 0.7223264540337710
129 0.3452978453738910 0.7248111150550175
130 0.3466159695817490 0.7272957760762639
131 0.3479847908745247 0.7294761928908271
132 0.3493029150823828 0.7320622686476346
133 0.3509252217997465 0.7341919780944171
134 0.3521419518377693 0.7361188580700776
135 0.3536121673003803 0.7381471527812991
136 0.3545754119138149 0.7397697885502763
137 0.3555893536121673 0.7419502053648395
138 0.3565525982256020 0.7437249632371583
139 0.3578200253485425 0.7454490137416967
140 0.3589860583016476 0.7471223568784544
141 0.3600000000000000 0.7484914558085289
142 0.3608618504435995 0.7499619694741646
143 0.3618757921419519 0.7515338978753613
144 0.3631432192648922 0.7529537041732164
145 0.3642585551330798 0.7545256325744131
146 0.3651204055766794 0.7560468536078292
147 0.3666920152091254 0.7584808072612951
148 0.3676045627376426 0.7598499061913696
149 0.3685678073510773 0.7610161756503220
150 0.3690747782002535 0.7625881040515187
151 0.3700380228136882 0.7637036661426906
152 0.3710519645120406 0.7650727650727651
153 0.3721673003802282 0.7661376197961564
154 0.3730291508238276 0.7676081334617920
155 0.3741951837769328 0.7693828913341109
156 0.3751077313054499 0.7707519902641854
157 0.3763244613434727 0.7725267481365042
158 0.3773384030418251 0.7743015060088231
159 0.3781495564005070 0.7759748491455809
160 0.3788593155893536 0.7770904112367527
161 0.3798225602027884 0.7782566806957051
162 0.3807351077313055 0.7792708280513159
163 0.3814448669201521 0.7804878048780488
